token,tag
Tony,O
Lama,O
Co,O
.,O
said,O
that,O
Equus,O
Investment,O
II,O
Limited,O
Partnership,O
has,O
proposed,O
changing,O
the,O
offer,O
for,O
the,O
company,O
to,O
$,O
13,O
.,O
65,O
in,O
cash,O
and,O
stock,O
from,O
an,O
all,O
-,O
cash,O
transaction,O
.,O
Under,O
terms,O
of,O
the,O
new,O
proposal,O
",",O
Equus,O
",",O
managed,O
by,O
Equus,O
Capital,O
Corp,O
".,",O
Houston,O
",",O
would,O
pay,O
$,O
12,O
cash,O
and,O
one,O
new,O
preferred,O
share,O
with,O
a,O
liquidation,O
preference,O
of,O
$,O
1,O
.,O
65,O
a,O
share,O
for,O
each,O
of,O
Tony,O
Lama,O
',O
s,O
2,O
.,O
1,O
million,O
shares,O
outstanding,O
.,O
Previously,B-DATE
",",O
it,O
offered,O
$,O
13,O
.,O
65,O
a,O
share,O
in,O
cash,O
",",O
or,O
$,O
29,O
million,O
.,O
The,O
El,O
Paso,O
",",O
Texas,O
",",O
maker,O
of,O
Western,O
boots,O
and,O
leather,O
accessories,O
said,O
the,O
preferred,O
stock,O
would,O
accrue,O
dividends,O
at,O
a,O
12,O
%,O
rate,O
",",O
but,O
wouldn,O
',O
t,O
be,O
paid,O
for,O
the,B-DURATION
first,I-DURATION
two,I-DURATION
years,I-DURATION
.,O
The,O
stock,O
would,O
be,O
redeemed,O
in,O
five,B-DATE
years,I-DATE
",",O
subject,O
to,O
terms,O
of,O
the,O
surviving,O
company,O
',O
s,O
debt,O
.,O
Neither,O
Equus,O
nor,O
Tony,O
Lama,O
gave,O
a,O
reason,O
for,O
the,O
changed,O
offer,O
and,O
Tony,O
Lama,O
couldn,O
',O
t,O
be,O
reached,O
for,O
comment,O
.,O
However,O
",",O
Tony,O
Lama,O
said,O
it,O
would,O
promptly,O
submit,O
the,O
offer,O
to,O
a,O
special,O
committee,O
of,O
the,O
company,O
',O
s,O
board,O
.,O
