token,tag
Amdahl,O
Corp,O
".,",O
a,O
maker,O
of,O
mainframe,O
computers,O
",",O
reported,O
a,O
sharp,O
decline,O
in,O
net,O
income,O
for,O
its,O
third,B-DATE
quarter,I-DATE
",",O
citing,O
pricecutting,O
by,O
competitors,O
and,O
adverse,O
effects,O
from,O
a,O
strong,O
U,O
.,O
S,O
.,O
dollar,O
.,O
Net,O
income,O
fell,O
37,O
%,O
to,O
$,O
32,O
.,O
9,O
million,O
",",O
or,O
30,O
cents,O
a,O
share,O
",",O
from,O
$,O
52,O
.,O
2,O
million,O
",",O
or,O
48,O
cents,O
a,O
share,O
",",O
in,O
the,B-DATE
year,I-DATE
-,I-DATE
ago,I-DATE
period,I-DATE
.,O
Revenue,O
rose,O
15,O
%,O
to,O
$,O
534,O
.,O
3,O
million,O
from,O
$,O
464,O
.,O
7,O
million,O
.,O
Amdahl,O
',O
s,O
results,O
were,O
somewhat,O
worse,O
than,O
expected,O
.,O
Jay,O
Stevens,O
",",O
an,O
analyst,O
with,O
Dean,O
Witter,O
Reynolds,O
",",O
said,O
he,O
expected,O
the,O
Sunnyvale,O
",",O
Calif,O
".,",O
company,O
to,O
earn,O
35,O
cents,O
a,O
share,O
for,O
the,B-DATE
quarter,I-DATE
and,O
said,O
the,O
firm,O
',O
s,O
weaker,O
profit,O
was,O
partly,O
the,O
result,O
of,O
increased,O
competition,O
from,O
International,O
Business,O
Machines,O
Corp,O
".,",O
Amdahl,O
',O
s,O
principal,O
competitor,O
for,O
mainframe,O
sales,O
.,O
