"""",O,
So,O,
far,O,
",",O,
the,O,
offensive,O,
is,O,
progressing,O,
with,O,
dramatic,O,
success,O,
",""",O,
said,O,
a,O,
buoyant,O,
Gen,O,
.,O,
Norman,O,
Schwarzkopf,O,
",",O,
commander,O,
of,O,
U,O,
.,O,
S,O,
.,O,
forces,O,
.,O,
Similarly,O,
",",O,
while,O,
cautioning,O,
about,O,
the,O,
uncertainty,O,
of,O,
early,O,
battle,O,
reports,O,
",",O,
White,O,
House,O,
spokesman,O,
Marlin,O,
Fitzwater,O,
said,O,
late,B-DATE,
yesterday,B-DATE,
that,O,
"""",O,
the,O,
operation,O,
has,O,
been,O,
very,O,
successful,O,
".""",O,
Amid,O,
reports,O,
that,O,
thousands,O,
of,O,
Iraqi,O,
soldiers,O,
had,O,
surrendered,O,
",",O,
administration,O,
aides,O,
were,O,
also,O,
upbeat,O,
in,O,
private,O,
",",O,
with,O,
one,O,
even,O,
talking,O,
of,O,
victory,O,
within,O,
a,B-DURATION,
week,I-DURATION,
.,O,
But,O,
even,O,
continued,O,
military,O,
success,O,
carries,O,
political,O,
and,O,
diplomatic,O,
risks,O,
for,O,
President,O,
Bush,O,
and,O,
the,O,
U,O,
.,O,
S,O,
.,O,
The,O,
allied,O,
rejection,O,
of,O,
the,O,
last,O,
-,O,
minute,O,
Soviet,O,
-,O,
led,O,
diplomatic,O,
effort,O,
to,O,
avoid,O,
the,O,
ground,O,
war,O,
enabled,O,
Mr,O,
.,O,
Bush,O,
to,O,
seize,O,
the,O,
initiative,O,
from,O,
an,O,
Iraq,O,
seemingly,O,
bent,O,
on,O,
dictating,O,
peace,O,
terms,O,
.,O,
But,O,
it,O,
has,O,
offended,O,
some,O,
",",O,
especially,O,
in,O,
Arab,O,
countries,O,
",",O,
who,O,
now,O,
believe,O,
that,O,
Mr,O,
.,O,
Bush,O,
',O,
s,O,
real,O,
objectives,O,
are,O,
the,O,
demise,O,
of,O,
Saddam,O,
Hussein,O,
and,O,
the,O,
destruction,O,
of,O,
the,O,
Iraqi,O,
military,O,
",",O,
not,O,
just,O,
the,O,
liberation,O,
of,O,
Kuwait,O,
.,O,
"""",O,
Why,O,
have,O,
a,O,
war,O,
"?""",O,
asked,O,
Abdul,O,
Latif,O,
Shekar,O,
",",O,
a,O,
customs,O,
officer,O,
in,O,
Egypt,O,
",",O,
a,O,
country,O,
participating,O,
in,O,
the,O,
attack,O,
on,O,
Iraqi,O,
troops,O,
.,O,
"""",O,
I,O,
think,O,
the,O,
Gorbachev,O,
plan,O,
was,O,
a,O,
good,O,
one,O,
.,O,
Iraq,O,
was,O,
ready,O,
to,O,
withdraw,O,
".""",O,
Now,O,
",",O,
he,O,
says,O,
",",O,
"""",O,
it,O,
looks,O,
like,O,
the,O,
West,O,
just,O,
wants,O,
to,O,
destroy,O,
Iraq,O,
".""",O,
Despite,O,
the,O,
early,O,
indications,O,
of,O,
success,O,
",",O,
the,O,
allied,O,
forces,O,
could,O,
still,O,
suffer,O,
greater,O,
casualties,O,
and,O,
become,O,
bogged,O,
down,O,
militarily,O,
",",O,
especially,O,
when,O,
they,O,
encounter,O,
the,O,
tough,O,
Republican,O,
Guard,O,
",",O,
which,O,
is,O,
entrenched,O,
along,O,
the,O,
Iraq,O,
-,O,
Kuwait,O,
border,O,
.,O,
If,O,
so,O,
",",O,
and,O,
if,O,
it,O,
appears,O,
that,O,
the,O,
American,O,
goal,O,
actually,O,
is,O,
to,O,
destroy,O,
the,O,
Iraqi,O,
regime,O,
even,O,
at,O,
the,O,
cost,O,
of,O,
badly,O,
hurting,O,
Iraqi,O,
society,O,
",",O,
"""",O,
the,O,
lingering,O,
cost,O,
of,O,
that,O,
could,O,
be,O,
high,O,
",""",O,
worries,O,
former,O,
national,O,
security,O,
adviser,O,
Zbigniew,O,
Brzezinski,O,
.,O,
But,O,
",",O,
he,O,
notes,O,
",",O,
"""",O,
If,O,
everything,O,
crumbles,O,
totally,O,
",",O,
that,O,
won,O,
',O,
t,O,
be,O,
such,O,
a,O,
problem,O,
".""",O,
American,O,
officials,O,
staunchly,O,
disavow,O,
any,O,
interest,O,
in,O,
driving,O,
through,O,
Iraq,O,
toward,O,
Baghdad,O,
",",O,
either,O,
in,O,
pursuit,O,
of,O,
Saddam,O,
Hussein,O,
himself,O,
or,O,
to,O,
set,O,
up,O,
some,O,
American,O,
-,O,
controlled,O,
government,O,
inside,O,
Iraq,O,
.,O,
The,O,
Americans,O,
say,O,
their,O,
battle,O,
plans,O,
call,O,
for,O,
operating,O,
against,O,
forces,O,
inside,O,
Iraq,O,
as,O,
far,O,
north,O,
as,O,
the,O,
city,O,
of,O,
Basra,O,
",",O,
about,O,
30,O,
miles,O,
north,O,
of,O,
Kuwait,O,
",",O,
but,O,
say,O,
there,O,
isn,O,
',O,
t,O,
any,O,
plan,O,
to,O,
drive,O,
beyond,O,
that,O,
.,O,
Indeed,O,
",",O,
French,O,
President,O,
Francois,O,
Mitterrand,O,
said,O,
yesterday,B-DATE,
that,O,
some,O,
allied,O,
forces,O,
are,O,
crossing,O,
Iraqi,O,
territory,O,
as,O,
part,O,
of,O,
a,O,
"""",O,
pincer,O,
"""",O,
movement,O,
to,O,
trap,O,
the,O,
soldiers,O,
occupying,O,
Kuwait,O,
",",O,
but,O,
insisted,O,
",",O,
"""",O,
The,O,
purpose,O,
isn,O,
',O,
t,O,
to,O,
invade,O,
Iraqi,O,
territory,O,
",",O,
that,O,
',O,
s,O,
not,O,
the,O,
aim,O,
",",O,
that,O,
isn,O,
',O,
t,O,
the,O,
mandate,O,
".""",O,
Nevertheless,O,
",",O,
American,O,
officials,O,
over,O,
the,B-DATE,
weekend,I-DATE,
became,O,
more,O,
open,O,
in,O,
declaring,O,
that,O,
by,O,
destroying,O,
Saddam,O,
Hussein,O,
',O,
s,O,
military,O,
machine,O,
they,O,
hope,O,
to,O,
destroy,O,
his,O,
regime,O,
--,O,
a,O,
goal,O,
likely,O,
to,O,
be,O,
supported,O,
by,O,
most,O,
Americans,O,
.,O,
In,O,
a,O,
pre,O,
-,O,
attack,O,
message,O,
",",O,
Lt,O,
.,O,
Gen,O,
.,O,
Walter,O,
Boomer,O,
",",O,
the,O,
top,O,
Marine,O,
in,O,
the,O,
Persian,O,
Gulf,O,
",",O,
told,O,
U,O,
.,O,
S,O,
.,O,
Marines,O,
that,O,
their,O,
goal,O,
is,O,
to,O,
"""",O,
restore,O,
{,O,
Kuwait,O,
},O,
to,O,
its,O,
citizens,O,
".""",O,
He,O,
went,O,
on,O,
to,O,
add,O,
that,O,
"""",O,
in,O,
so,O,
doing,O,
you,O,
not,O,
only,O,
return,O,
a,O,
nation,O,
to,O,
its,O,
people,O,
",",O,
but,O,
you,O,
will,O,
destroy,O,
the,O,
war,O,
machine,O,
of,O,
a,O,
ruthless,O,
dictator,O,
".""",O,
Secretary,O,
of,O,
State,O,
James,O,
Baker,O,
said,O,
on,O,
ABC,O,
-,O,
TV,O,
',O,
s,O,
"""",O,
This,O,
Week,O,
With,O,
David,O,
Brinkley,O,
"""",O,
that,O,
the,O,
series,O,
of,O,
United,O,
Nations,O,
resolutions,O,
condemning,O,
Iraq,O,
',O,
s,O,
invasion,O,
of,O,
Kuwait,O,
"""",O,
imply,O,
that,O,
the,O,
restoration,O,
of,O,
peace,O,
and,O,
stability,O,
in,O,
the,O,
Gulf,O,
would,O,
be,O,
a,O,
heck,O,
of,O,
a,O,
lot,O,
easier,O,
if,O,
he,O,
