token,tag
WASHINGTON,O
",",O
March,O
12,O
(,O
Xinhua,O
),O
--,O
Poland,O
",",O
Hungary,O
and,O
the,O
Czech,O
Republic,O
Friday,B-DATE
formally,O
joined,O
NATO,O
at,O
a,O
ceremony,O
held,O
in,O
the,O
city,O
of,O
Independence,O
",",O
Missouri,O
.,O
At,O
the,O
Harry,O
Truman,O
Library,O
in,O
Independence,O
",",O
the,O
three,O
foreign,O
ministers,O
of,O
Bronislaw,O
Geremek,O
of,O
Poland,O
",",O
Janos,O
Martonyi,O
of,O
Hungary,O
and,O
Jan,O
Kavan,O
of,O
the,O
Czech,O
Republic,O
signed,O
formal,O
documents,O
of,O
accession,O
.,O
In,O
speeches,O
before,O
the,O
signing,O
ceremony,O
",",O
the,O
ministers,O
said,O
their,O
countries,O
saw,O
NATO,O
membership,O
as,O
an,O
assurance,O
of,O
security,O
and,O
recognition,O
of,O
their,O
rightful,O
place,O
in,O
Europe,O
.,O
Kavan,O
said,O
the,O
Czech,O
Republic,O
would,O
no,O
longer,O
become,O
"""",O
the,O
powerless,O
victim,O
of,O
a,O
foreign,O
invasion,O
".""",O
Martonyi,O
called,O
Hunragy,O
',O
s,O
admission,O
in,O
NATO,O
"""",O
returning,O
to,O
her,O
natural,O
habitat,O
",""",O
saying,O
:,O
"""",O
It,O
has,O
been,O
our,O
manifest,O
destiny,O
to,O
rejoin,O
those,O
with,O
whom,O
we,O
share,O
the,O
same,O
values,O
",",O
interests,O
and,O
goals,O
".""",O
And,O
Geremek,O
said,O
it,O
was,O
"""",O
a,O
great,O
day,B-DATE
for,O
Poland,O
and,O
for,O
the,O
world,O
".""",O
U,O
.,O
S,O
.,O
Secretary,O
of,O
State,O
Madeleine,O
Albright,O
accepted,O
admission,O
papers,O
from,O
the,O
three,O
countries,O
',O
foreign,O
ministers,O
",",O
marking,O
their,O
formal,O
entry,O
into,O
the,O
50,O
-,O
year,O
-,O
old,O
Western,O
alliance,O
.,O
"""",O
Hallelujah,O
",""",O
exclaimed,O
Albright,O
",",O
a,O
daughter,O
of,O
Czechoslovakia,O
",",O
who,O
as,O
a,O
child,O
fled,O
her,O
native,O
land,O
and,O
later,O
became,O
a,O
U,O
.,O
S,O
.,O
citizen,O
.,O
Ahead,O
of,O
the,O
ceremony,O
",",O
NATO,O
Secretary,O
-,O
General,O
Javier,O
Solana,O
said,O
that,O
the,O
accession,O
of,O
the,O
three,O
countries,O
"...""",O
is,O
perhaps,O
the,O
clearest,O
demonstration,O
of,O
the,O
fact,O
that,O
Europe,O
is,O
growing,O
closer,O
together,O
".""",O
"""",O
Extending,O
membership,O
to,O
these,O
three,O
democracies,O
helps,O
to,O
stabilize,O
a,O
region,O
that,O
historically,O
has,O
been,O
the,O
staging,O
ground,O
for,O
many,O
of,O
the,O
disasters,O
of,O
this,O
century,O
",""",O
Solana,O
added,O
",",O
referring,O
to,O
the,O
two,O
world,O
wars,O
.,O
The,O
U,O
.,O
S,O
.,O
State,O
Department,O
has,O
said,O
the,O
three,O
new,O
members,O
"""",O
enhance,O
NATO,O
',O
s,O
ability,O
to,O
fulfill,O
its,O
core,O
mission,O
of,O
collective,O
defense,O
",",O
respond,O
to,O
a,O
range,O
of,O
security,O
challenges,O
and,O
reduce,O
the,O
possibility,O
of,O
another,O
major,O
conflict,O
in,O
Europe,O
of,O
the,O
kind,O
that,O
has,O
claimed,O
so,O
many,O
American,O
lives,O
".""",O
