token,tag
TEHRAN,O
",",O
August,B-DATE
8,I-DATE
(,O
Xinhua,O
),O
--,O
Iran,O
Saturday,B-DATE
condemned,O
the,O
bombing,O
of,O
U,O
.,O
S,O
.,O
embassies,O
in,O
Kenya,O
and,O
Tanzania,O
",",O
and,O
expressed,O
sympathy,O
for,O
the,O
families,O
of,O
the,O
victims,O
.,O
Foreign,O
Ministry,O
spokesman,O
Mahmoud,O
Mohammadi,O
said,O
that,O
Iran,O
condemns,O
any,O
acts,O
which,O
may,O
result,O
in,O
the,O
death,O
of,O
innocent,O
people,O
",",O
the,O
official,O
news,O
agency,O
IRNA,O
reported,O
.,O
He,O
expressed,O
hope,O
the,O
"""",O
sinister,O
terrorism,O
"""",O
will,O
be,O
uprooted,O
with,O
an,O
all,O
-,O
out,O
campaign,O
through,O
international,O
cooperation,O
.,O
More,O
than,O
100,O
people,O
have,O
been,O
killed,O
and,O
more,O
than,O
1,O
",",O
000,O
others,O
wounded,O
in,O
the,O
blasts,O
next,O
to,O
the,O
U,O
.,O
S,O
.,O
embassies,O
in,O
Kenya,O
and,O
Tanzania,O
on,O
Friday,B-DATE
.,O
No,O
one,O
has,O
claimed,O
responsibility,O
.,O
