token,tag
International,O
Women,O
',O
s,O
Day,O
is,O
this,B-DATE
coming,I-DATE
Sunday,I-DATE
",",I-DATE
March,I-DATE
eighth,I-DATE
.,O
A,O
major,O
focus,O
of,O
International,O
Women,O
',O
s,O
Day,O
is,O
the,O
plight,O
of,O
Afghan,O
women,O
.,O
Special,O
events,O
are,O
being,O
organized,O
by,O
the,O
European,O
Commission,O
and,O
individual,O
nations,O
in,O
Europe,O
",",O
North,O
America,O
",",O
and,O
other,O
parts,O
of,O
the,O
world,O
.,O
Lisa,O
Schlein,O
reports,O
from,O
Geneva,O
.,O
Afghanistan,O
has,O
been,O
at,O
war,O
for,O
twenty,B-DURATION
years,I-DURATION
",",O
leaving,O
a,O
large,O
part,O
of,O
the,O
country,O
',O
s,O
male,O
population,O
dead,O
or,O
in,O
exile,O
.,O
The,O
United,O
Nations,O
says,O
women,O
and,O
children,O
make,O
up,O
about,O
seventy,O
-,O
five,O
percent,O
of,O
the,O
Afghan,O
population,O
.,O
An,O
Afghan,O
refugee,O
in,O
Switzerland,O
",",O
Homira,O
Atimadi,O
",",O
is,O
a,O
senior,O
official,O
of,O
a,O
group,O
called,O
the,O
International,O
Working,O
Group,O
on,O
Afghan,O
Women,O
.,O
The,O
group,O
has,O
branches,O
in,O
Pakistan,O
",",O
Iran,O
",",O
Europe,O
",",O
Australia,O
",",O
and,O
North,O
America,O
.,O
Ms,O
.,O
Atimadi,O
says,O
Afghan,O
women,O
have,O
been,O
victims,O
of,O
severe,O
violations,O
of,O
human,O
rights,O
for,O
the,B-DURATION
past,I-DURATION
twenty,B-DURATION
years,I-DURATION
and,O
she,O
says,O
she,O
sees,O
no,O
end,O
to,O
the,O
misery,O
.,O
She,O
says,O
security,O
under,O
the,O
fundamentalist,O
Taleban,O
government,O
is,O
better,O
",",O
but,O
everything,O
else,O
is,O
worse,O
.,O
Women,O
do,O
not,O
become,O
victims,O
of,O
armed,O
attack,O
",",O
but,O
they,O
do,O
not,O
have,O
the,O
right,O
to,O
work,O
.,O
And,O
today,B-DATE
",",O
the,O
right,O
to,O
work,O
is,O
equal,O
to,O
r,O
-,O
the,O
right,O
to,O
survival,O
.,O
Ms,O
.,O
Atimadi,O
says,O
the,O
war,O
has,O
created,O
a,O
nation,O
of,O
widows,O
.,O
Women,O
have,O
become,O
the,O
sole,O
support,O
of,O
their,O
families,O
.,O
Yet,O
",",O
the,O
Taliban,O
have,O
forbidden,O
them,O
to,O
work,O
.,O
She,O
says,O
this,O
puts,O
the,O
very,O
existence,O
of,O
women,O
',O
s,O
families,O
at,O
risk,O
.,O
She,O
says,O
the,O
plight,O
of,O
women,O
in,O
urban,O
areas,O
is,O
greater,O
than,O
that,O
which,O
exists,O
in,O
rural,O
parts,O
of,O
the,O
country,O
.,O
In,O
cities,O
",",O
such,O
as,O
the,O
capital,O
Kabul,O
",",O
women,O
are,O
totally,O
dependent,O
on,O
international,O
aid,O
for,O
survival,O
.,O
Ms,O
.,O
Atimadi,O
says,O
the,O
women,O
of,O
Kabul,O
symbolize,O
the,O
suffering,O
of,O
all,O
the,O
women,O
in,O
Afghanistan,O
.,O
The,O
aim,O
is,O
to,O
bring,O
in,O
not,O
only,O
the,O
focus,O
on,O
women,O
',O
s,O
right,O
to,O
education,O
",",O
access,O
to,O
work,O
",",O
but,O
look,O
beyond,O
that,O
and,O
look,O
at,O
the,O
roots,O
of,O
",",O
uh,O
of,O
these,O
problems,O
.,O
These,O
are,O
only,O
the,O
symptoms,O
of,O
the,O
problems,O
that,O
are,O
facing,O
Afghanistan,O
.,O
For,O
women,O
in,O
Afghanistan,O
to,O
be,O
able,O
to,O
realize,O
their,O
rights,O
",",O
there,O
have,O
to,O
be,O
conditions,O
of,O
peace,O
and,O
justice,O
.,O
Ms,O
.,O
Atimadi,O
says,O
that,O
is,O
the,O
primary,O
focus,O
of,O
her,O
group,O
",",O
peace,O
and,O
justice,O
.,O
She,O
says,O
her,O
group,O
is,O
appealing,O
to,O
individuals,O
",",O
to,O
the,O
international,O
community,O
",",O
and,O
to,O
the,O
combatants,O
and,O
people,O
of,O
Afghanistan,O
to,O
stop,O
the,O
bloodletting,O
which,O
has,O
torn,O
the,O
country,O
apart,O
.,O
Lisa,O
Schlein,O
for,O
VOA,O
News,O
",",O
Geneva,O
.,O
