token,tag
JERUSALEM,O
(,O
AP,O
),O
_,O
Top,O
Israeli,O
officials,O
sent,O
strong,O
new,O
signals,O
Sunday,B-DATE
that,O
Israel,O
wants,O
to,O
withdraw,O
from,O
southern,O
Lebanon,O
",",O
where,O
a,O
costly,O
war,O
of,O
attrition,O
has,O
been,O
steadily,O
claiming,O
soldiers,O
',O
lives,O
.,O
Prime,O
Minister,O
Benjamin,O
Netanyahu,O
told,O
his,O
Cabinet,O
on,O
Sunday,B-DATE
that,O
Israel,O
was,O
willing,O
to,O
withdraw,O
from,O
southern,O
Lebanon,O
provided,O
Israel,O
',O
s,O
northern,O
frontier,O
could,O
be,O
secured,O
.,O
``,O
If,O
the,O
Lebanese,O
government,O
will,O
cooperate,O
with,O
us,O
in,O
making,O
appropriate,O
security,O
arrangements,O
in,O
south,O
Lebanon,O
",",O
we,O
will,O
be,O
happy,O
to,O
get,O
out,O
of,O
Lebanon,O
in,O
the,O
framework,O
of,O
implementation,O
of,O
U,O
.,O
N,O
.,O
Resolution,O
425,O
",''",O
Netanyahu,O
told,O
his,O
ministers,O
.,O
That,O
1978,B-DATE
resolution,O
calls,O
for,O
Israel,O
',O
s,O
unconditional,O
withdrawal,O
from,O
the,O
self,O
-,O
declared,O
security,O
zone,O
it,O
occupies,O
in,O
south,O
Lebanon,O
",",O
and,O
for,O
the,O
deployment,O
of,O
the,O
Lebanese,O
army,O
and,O
U,O
.,O
N,O
.,O
forces,O
to,O
ensure,O
security,O
along,O
the,O
Lebanese,O
-,O
Israeli,O
border,O
.,O
On,O
Friday,B-DATE
",",O
Netanyahu,O
said,O
he,O
had,O
``,O
no,O
qualms,O
'',O
about,O
implementing,O
the,O
U,O
.,O
N,O
.,O
resolution,O
",",O
as,O
long,O
as,O
Israel,O
had,O
``,O
the,O
necessary,O
security,O
safeguards,O
.'',O
Cabinet,O
minister,O
Michael,O
Eitan,O
said,O
Sunday,B-DATE
that,O
Netanyahu,O
',O
s,O
remarks,O
marked,O
a,O
substantive,O
change,O
in,O
Israel,O
',O
s,O
position,O
.,O
``,O
We,O
will,O
defend,O
our,O
north,O
from,O
the,O
international,O
border,O
",''",O
said,O
Eitan,O
",",O
the,O
science,O
minister,O
.,O
``,O
No,O
one,O
wants,O
to,O
stay,O
in,O
Lebanon,O
;,O
thus,O
we,O
think,O
it,O
better,O
to,O
withdraw,O
.'',O
Uri,O
Lubrani,O
",",O
Israel,O
',O
s,O
top,O
official,O
for,O
Lebanon,O
affairs,O
",",O
also,O
suggested,O
Israel,O
was,O
willing,O
to,O
modify,O
its,O
political,O
goals,O
in,O
Lebanon,O
.,O
``,O
This,O
is,O
a,O
new,O
thing,O
...,O
it,O
means,O
that,O
we,O
are,O
willing,O
to,O
talk,O
today,B-DATE
_,O
full,O
stop,O
_,O
about,O
security,O
",''",O
Lubrani,O
told,O
Israel,O
',O
s,O
Channel,O
One,O
.,O
``,O
We,O
have,O
gotten,O
off,O
the,O
issue,O
of,O
peace,O
",",O
off,O
the,O
issue,O
of,O
normalization,O
.'',O
As,O
the,O
death,O
toll,O
in,O
Lebanon,O
has,O
mounted,O
",",O
the,O
Israeli,O
government,O
has,O
been,O
faced,O
with,O
a,O
growing,O
grassroots,O
movement,O
calling,O
for,O
Israel,O
',O
s,O
unilateral,O
withdrawal,O
from,O
Lebanon,O
.,O
Since,O
1985,B-DATE
_,O
when,O
the,O
Israelis,O
created,O
a,O
security,O
buffer,O
zone,O
southern,O
Lebanon,O
_,O
nearly,O
200,O
Israeli,O
soldiers,O
have,O
been,O
killed,O
fighting,O
Hezbollah,O
and,O
other,O
guerrillas,O
.,O
Last,B-DATE
week,I-DATE
",",O
Hezbollah,O
fighters,O
killed,O
three,O
Israeli,O
soldiers,O
and,O
seriously,O
wounded,O
six,O
others,O
.,O
The,O
Israelis,O
suffered,O
a,O
record,O
39,O
deaths,O
in,O
southern,O
Lebanon,O
last,B-DURATION
year,I-DURATION
.,O
In,O
addition,O
",",O
73,O
soldiers,O
were,O
killed,O
en,O
route,O
to,O
Lebanon,O
when,O
two,O
military,O
helicopters,O
crashed,O
last,B-DATE
February,I-DATE
.,O
The,O
Maariv,O
newspaper,O
said,O
Sunday,B-DATE
that,O
Netanyahu,O
',O
s,O
comments,O
last,B-DATE
week,I-DATE
were,O
in,O
response,O
to,O
signals,O
from,O
Syria,O
that,O
it,O
wants,O
to,O
renew,O
the,O
long,O
-,O
stalled,O
peace,O
talks,O
between,O
the,O
two,O
countries,O
.,O
The,O
newspaper,O
",",O
quoting,O
``,O
secret,O
reports,O
",''",O
said,O
Syria,O
had,O
indicated,O
its,O
interest,O
in,O
resuming,O
talks,O
in,O
remarks,O
made,O
last,B-DATE
week,I-DATE
by,O
the,O
Syrian,O
ambassador,O
to,O
Washington,O
",",O
Walid,O
Mualem,O
",",O
in,O
a,O
lecture,O
to,O
a,O
closed,O
forum,O
in,O
Baltimore,O
.,O
Two,O
top,O
aides,O
to,O
Netanyahu,O
",",O
political,O
adviser,O
Uzi,O
Arad,O
and,O
Cabinet,O
Secretary,O
Danny,O
Naveh,O
",",O
left,O
for,O
Europe,O
on,O
Sunday,B-DATE
",",O
apparently,O
to,O
investigate,O
the,O
Syrian,O
issue,O
",",O
the,O
newspaper,O
said,O
.,O
Israel,O
-,O
Syrian,O
talks,O
have,O
been,O
cut,O
off,O
for,O
nearly,B-DURATION
two,I-DURATION
years,I-DURATION
.,O
Defense,O
Minister,O
Yitzhak,O
Mordechai,O
was,O
the,O
first,O
senior,O
Israeli,O
official,O
to,O
refer,O
to,O
U,O
.,O
N,O
.,O
resolution,O
425,O
in,O
a,O
speech,O
six,B-DATE
weeks,I-DATE
ago,I-DATE
",",O
saying,O
at,O
the,B-DATE
time,I-DATE
he,O
was,O
willing,O
to,O
withdraw,O
troops,O
in,O
exchange,O
for,O
guarantees,O
that,O
Israel,O
would,O
not,O
be,O
attacked,O
.,O
