token,tag
The,O
New,O
York,O
Times,O
said,O
in,O
an,O
editorial,O
on,O
Monday,B-DATE
",",I-DATE
Oct,I-DATE
.,I-DATE
26,I-DATE
:,O
The,O
murder,O
of,O
Dr,O
.,O
Barnett,O
Slepian,O
is,O
the,O
latest,O
depraved,O
assault,O
on,O
the,O
small,O
number,O
of,O
courageous,O
physicians,O
who,O
still,O
risk,O
their,O
safety,O
to,O
perform,O
legal,O
abortions,O
in,O
this,O
country,O
.,O
Slepian,O
was,O
one,O
of,O
only,O
three,O
doctors,O
who,O
performed,O
abortions,O
in,O
the,O
Buffalo,O
",",O
N,O
.,O
Y,O
".,",O
area,O
",",O
and,O
harassment,O
and,O
threats,O
against,O
him,O
by,O
anti,O
-,O
abortion,O
groups,O
had,O
become,O
routine,O
over,O
the,O
past,B-DURATION
decade,I-DURATION
.,O
He,O
persevered,O
through,O
courage,O
and,O
a,O
belief,O
in,O
the,O
right,O
of,O
his,O
patients,O
to,O
choose,O
whether,O
to,O
bear,O
a,O
child,O
.,O
But,O
a,O
principled,O
commitment,O
to,O
provide,O
a,O
constitutionally,O
protected,O
service,O
could,O
not,O
stop,O
the,O
assassin,O
',O
s,O
bullet,O
that,O
tore,O
through,O
his,O
kitchen,O
window,O
and,O
into,O
his,O
back,O
Friday,B-DATE
night,O
.,O
His,O
death,O
shows,O
again,O
how,O
tentative,O
the,O
right,O
to,O
abortion,O
has,O
become,O
in,O
the,O
face,O
of,O
terrorism,O
by,O
anti,O
-,O
choice,O
fanatics,O
.,O
Their,O
repeated,O
acts,O
of,O
terrorism,O
must,O
be,O
met,O
with,O
the,O
severest,O
possible,O
crackdown,O
by,O
law,O
-,O
enforcement,O
authorities,O
.,O
If,O
an,O
armed,O
police,O
officer,O
has,O
to,O
be,O
stationed,O
outside,O
every,O
abortion,O
provider,O
',O
s,O
home,O
and,O
office,O
",",O
24,O
hours,O
a,O
day,O
",",O
let,O
it,O
be,O
done,O
.,O
This,O
is,O
an,O
assault,O
not,O
only,O
on,O
individual,O
doctors,O
but,O
on,O
the,O
rights,O
and,O
liberties,O
of,O
all,O
Americans,O
.,O
Last,B-DATE
week,B-DATE
the,O
FBI,O
joined,O
Canadian,O
authorities,O
to,O
investigate,O
a,O
series,O
of,O
unsolved,O
sniper,O
shootings,O
of,O
doctors,O
in,O
Canada,O
and,O
western,O
New,O
York,O
dating,O
to,O
1994,B-DATE
.,O
In,O
January,B-DATE
",",O
a,O
week,B-DATE
after,O
the,O
25th,O
anniversary,O
of,O
the,O
Roe,O
vs,O
.,O
Wade,O
Supreme,O
Court,O
decision,O
",",O
a,O
clinic,O
bombing,O
in,O
Birmingham,O
",",O
Ala,O
".,",O
killed,O
a,O
security,O
guard,O
and,O
severely,O
wounded,O
a,O
nurse,O
.,O
Since,O
1993,B-DATE
",",O
three,O
doctors,O
",",O
including,O
Slepian,O
",",O
three,O
clinic,O
employees,O
and,O
a,O
clinic,O
escort,O
have,O
been,O
murdered,O
.,O
There,O
have,O
been,O
more,O
than,O
a,O
dozen,O
attempted,O
murders,O
of,O
abortion,O
providers,O
in,O
the,O
last,B-DURATION
five,I-DURATION
years,I-DURATION
.,O
Arson,O
and,O
bombings,O
at,O
clinics,O
have,O
become,O
so,O
common,O
that,O
many,O
no,O
longer,O
make,O
the,O
national,O
news,O
.,O
It,O
is,O
bad,O
enough,O
that,O
conservatives,O
in,O
Congress,O
and,O
in,O
state,O
legislatures,O
are,O
working,O
to,O
dismantle,O
reproductive,O
rights,O
by,O
banning,O
certain,O
procedures,O
",",O
such,O
as,O
so,O
-,O
called,O
partial,O
birth,O
abortion,O
",",O
and,O
by,O
requiring,O
waiting,O
periods,O
and,O
parental,O
consent,O
before,O
an,O
abortion,O
can,O
be,O
obtained,O
.,O
But,O
those,O
restrictions,O
are,O
at,O
least,O
imposed,O
by,O
the,O
normal,O
give,O
and,O
take,O
of,O
political,O
and,O
judicial,O
struggle,O
in,O
a,O
democracy,O
.,O
What,O
is,O
outrageous,O
is,O
the,O
attempt,O
to,O
shut,O
down,O
abortions,O
by,O
illegal,O
means,O
_,O
by,O
shooting,O
the,O
doctors,O
or,O
bombing,O
the,O
clinics,O
or,O
harassing,O
the,O
women,O
seeking,O
to,O
exercise,O
their,O
constitutional,O
right,O
.,O
Some,O
anti,O
-,O
abortion,O
groups,O
",",O
to,O
their,O
credit,O
",",O
have,O
denounced,O
the,O
bombings,O
and,O
shootings,O
",",O
but,O
others,O
seem,O
reluctant,O
to,O
issue,O
the,O
strong,O
condemnations,O
that,O
are,O
warranted,O
.,O
Indeed,O
",",O
one,O
particularly,O
virulent,O
anti,O
-,O
abortion,O
Web,O
site,O
lists,O
the,O
names,O
of,O
doctors,O
it,O
says,O
perform,O
abortions,O
",",O
or,O
``,O
crimes,O
against,O
humanity,O
",''",O
with,O
a,O
code,O
indicating,O
whether,O
they,O
are,O
``,O
working,O
",''",O
``,O
wounded,O
'',O
or,O
a,O
``,O
fatality,O
.'',O
Such,O
incendiary,O
rhetoric,O
",",O
and,O
frequent,O
accusations,O
by,O
some,O
anti,O
-,O
abortionists,O
that,O
abortion,O
providers,O
are,O
committing,O
murder,O
",",O
can,O
only,O
fuel,O
more,O
terrorism,O
.,O
The,O
increase,O
of,O
anti,O
-,O
choice,O
laws,O
and,O
ongoing,O
campaigns,O
of,O
harassment,O
by,O
protest,O
groups,O
",",O
even,O
short,O
of,O
murder,O
",",O
have,O
worked,O
to,O
make,O
abortions,O
harder,O
to,O
obtain,O
.,O
More,O
than,O
80,O
percent,O
of,O
counties,O
in,O
this,O
country,O
have,O
no,O
abortion,O
provider,O
.,O
In,O
45,O
states,O
",",O
the,O
number,O
of,O
doctors,O
who,O
performed,O
abortions,O
declined,O
between,O
1982,B-DATE
and,O
1992,B-DATE
.,O
Slepian,O
was,O
among,O
those,O
who,O
took,O
a,O
stand,O
against,O
restricting,O
reproductive,O
freedom,O
and,O
paid,O
with,O
his,O
life,O
.,O
Unless,O
these,O
brave,O
doctors,O
are,O
better,O
protected,O
",",O
fewer,O
doctors,O
in,O
the,O
next,O
generation,O
will,O
be,O
willing,O
to,O
place,O
themselves,O
and,O
their,O
families,O
in,O
such,O
danger,O
.,O
That,O
is,O
what,O
the,O
terrorists,O
want,O
.,O
They,O
must,O
not,O
be,O
allowed,O
to,O
succeed,O
.,O
