token,tag
BUDAPEST,O
",",O
Hungary,O
(,O
AP,O
),O
_,O
Tired,O
of,O
being,O
sidelined,O
",",O
Hungarian,O
astronaut,O
Bertalan,O
Farkas,O
is,O
leaving,O
for,O
the,O
United,O
States,O
to,O
start,O
a,O
new,O
career,O
",",O
he,O
said,O
Saturday,B-DATE
.,O
``,O
Being,O
48,O
is,O
too,O
early,O
to,O
be,O
retired,O
",''",O
a,O
fit,O
-,O
looking,O
Farkas,O
said,O
on,O
state,O
TV,O
',O
s,O
morning,O
talk,O
show,O
.,O
With,O
American,O
astronaut,O
Jon,O
McBride,O
",",O
Farkas,O
set,O
up,O
an,O
American,O
-,O
Hungarian,O
joint,O
venture,O
called,O
Orion,O
1980,O
",",O
manufacturing,O
space,O
-,O
travel,O
related,O
technology,O
.,O
Farkas,O
will,O
move,O
to,O
the,O
company,O
',O
s,O
U,O
.,O
S,O
.,O
headquarters,O
.,O
Farkas,O
",",O
an,O
air,O
force,O
captain,O
",",O
was,O
sent,O
into,O
space,O
on,O
board,O
the,O
Soyuz,O
36,O
on,O
May,B-DATE
26,I-DATE
",",I-DATE
1980,I-DATE
.,O
He,O
spent,O
six,B-DURATION
days,I-DURATION
aboard,O
the,O
Salyut,O
6,O
spacecraft,O
with,O
three,O
Soviet,O
astronauts,O
",",O
Valery,O
Kubasov,O
",",O
Leonid,O
Popov,O
and,O
Valery,O
Riumin,O
.,O
McBride,O
",",O
54,O
",",O
of,O
Lewisburg,O
",",O
West,O
Virginia,O
",",O
was,O
part,O
of,O
a,O
seven,O
-,O
member,O
crew,O
aboard,O
the,O
Orbiter,O
Challenger,O
in,O
October,B-DATE
1984,I-DATE
and,O
later,O
served,O
as,O
assistant,O
administrator,O
for,O
congressional,O
relations,O
for,O
NASA,O
.,O
Farkas,O
expressed,O
the,O
hope,O
he,O
one,O
day,O
follow,O
in,O
the,O
footsteps,O
of,O
fellow,O
astronaut,O
John,O
Glenn,O
",",O
who,O
at,O
77,O
is,O
about,O
to,O
go,O
into,O
space,O
again,O
.,O
On,O
May,B-DATE
22,I-DATE
",",I-DATE
1995,I-DATE
",",O
Farkas,O
was,O
made,O
a,O
brigadier,O
general,O
",",O
and,O
the,B-DATE
following,I-DATE
year,I-DATE
he,O
was,O
appointed,O
military,O
attache,O
at,O
the,O
Hungarian,O
embassy,O
in,O
Washington,O
.,O
However,O
",",O
cited,O
by,O
District,O
of,O
Columbia,O
traffic,O
police,O
in,O
December,B-DATE
for,O
driving,O
under,O
the,O
influence,O
of,O
alcohol,O
",",O
Farkas,O
was,O
ordered,O
home,O
and,O
retired,O
.,O
(,O
ab,O
/,O
dc,O
),O
