Now,O,
for,O,
today,B-DATE,
',O,
s,O,
geography,O,
quiz,O,
.,O,
We,O,
',O,
re,O,
off,O,
in,O,
search,O,
of,O,
an,O,
ancient,O,
and,O,
exotic,O,
city,O,
.,O,
An,O,
officially,O,
sanctioned,O,
one,O,
",",O,
too,O,
.,O,
UNESCO,O,
declared,O,
it,O,
a,O,
protected,O,
site,O,
for,O,
its,O,
beauty,O,
and,O,
its,O,
historical,O,
significance,O,
.,O,
The,O,
city,O,
could,O,
have,O,
used,O,
some,O,
special,O,
protection,O,
in,O,
nineteen,B-DATE,
seventy,I-DATE,
-,I-DATE,
nine,I-DATE,
when,O,
the,O,
Soviet,O,
Union,O,
invaded,O,
Afghanistan,O,
.,O,
Most,O,
of,O,
the,O,
city,O,
',O,
s,O,
monuments,O,
were,O,
destroyed,O,
",",O,
including,O,
a,O,
magnificent,O,
tiled,O,
mosque,O,
",",O,
which,O,
dominated,O,
the,O,
skyline,O,
for,O,
centuries,B-DURATION,
.,O,
The,O,
people,O,
here,O,
are,O,
famous,O,
throughout,O,
central,O,
Asia,O,
for,O,
their,O,
skill,O,
in,O,
fashioning,O,
pottery,O,
and,O,
tile,O,
",",O,
glass,O,
too,O,
.,O,
Some,O,
families,O,
have,O,
kept,O,
their,O,
glass,O,
working,O,
secrets,O,
for,O,
more,B-DURATION,
than,I-DURATION,
two,I-DURATION,
thousand,I-DURATION,
years,I-DURATION,
.,O,
Even,O,
though,O,
this,O,
city,O,
is,O,
in,O,
Afghanistan,O,
",",O,
most,O,
people,O,
here,O,
speak,O,
a,O,
dialect,O,
of,O,
the,O,
Persian,O,
language,O,
",",O,
and,O,
have,O,
long,O,
standing,O,
cultural,O,
ties,O,
with,O,
neighboring,O,
Iran,O,
.,O,
Think,O,
you,O,
got,O,
it,O,
?,O,
Well,O,
",",O,
frankly,O,
",",O,
I,O,
don,O,
',O,
t,O,
",",O,
but,O,
the,O,
answer,O,
is,O,
coming,O,
up,O,
in,O,
just,O,
a,B-DURATION,
few,I-DURATION,
minutes,I-DURATION,
.,O,
