token,tag
The,O
British,O
government,O
has,O
formally,O
called,O
for,O
Sinn,O
Fein,O
",",O
the,O
IRA,O
',O
s,O
political,O
wing,O
",",O
to,O
be,O
expelled,O
from,O
the,O
multiparty,O
peace,O
talks,O
on,O
northern,O
Ireland,O
.,O
The,O
move,O
had,O
been,O
widely,O
expected,O
after,O
northern,O
Ireland,O
police,O
said,O
they,O
believe,O
the,O
IRA,O
was,O
behind,O
two,O
killings,O
in,O
Belfast,O
last,B-DATE
week,I-DATE
.,O
Sinn,O
Fein,O
chairman,O
Mitchell,O
McLaughlin,O
says,O
the,O
party,O
will,O
challenge,O
the,O
move,O
by,O
legal,O
means,O
if,O
they,O
have,O
to,O
.,O
We,O
',O
re,O
going,O
to,O
fight,O
it,O
.,O
And,O
uh,O
we,O
',O
ve,O
already,O
challenged,O
",",O
very,O
strongly,O
",",O
the,O
uh,O
the,O
terms,O
in,O
which,O
this,O
has,O
been,O
presented,O
.,O
But,O
we,O
',O
re,O
challenging,O
it,O
on,O
the,O
ground,O
that,O
uh,O
the,O
RUC,O
uh,O
have,O
offered,O
an,O
opinion,O
",",O
and,O
this,O
opinion,O
is,O
going,O
to,O
be,O
used,O
as,O
a,O
mechanism,O
for,O
ejecting,O
us,O
from,O
the,O
talks,O
",",O
and,O
uh,O
that,O
',O
s,O
a,O
very,O
serious,O
.,O
Any,O
decision,O
to,O
expel,O
Sinn,O
Fein,O
must,O
be,O
agreed,O
jointly,O
by,O
the,O
governments,O
of,O
both,O
Britain,O
and,O
the,O
Irish,O
Republic,O
.,O
