token,tag
WASHINGTON,O
",",O
August,O
13,O
(,O
Xinhua,O
),O
--,O
President,O
Bill,O
Clinton,O
Thursday,B-DATE
condemned,O
terrorist,O
bomb,O
attacks,O
at,O
U,O
.,O
S,O
.,O
embassies,O
in,O
Kenya,O
and,O
Tanzania,O
and,O
vowed,O
to,O
find,O
the,O
bombers,O
and,O
bring,O
them,O
to,O
justice,O
.,O
"""",O
No,O
matter,O
what,O
it,O
takes,O
",",O
we,O
must,O
find,O
those,O
responsible,O
for,O
these,O
evil,O
acts,O
and,O
see,O
that,O
justice,O
is,O
done,O
",""",O
Clinton,O
said,O
at,O
the,O
ceremony,O
marking,O
the,O
return,O
of,O
remains,O
of,O
Americans,O
who,O
were,O
killed,O
in,O
the,O
Kenya,O
embassy,O
bombing,O
.,O
The,O
ceremony,O
was,O
held,O
at,O
Andrews,O
Air,O
Force,O
Base,O
",",O
near,O
Washington,O
",",O
where,O
10,O
of,O
12,O
American,O
victims,O
of,O
the,O
Kenya,O
embassy,O
bombing,O
were,O
brought,O
back,O
by,O
Secretary,O
of,O
State,O
Madeleine,O
Albright,O
.,O
Clinton,O
said,O
the,O
United,O
States,O
will,O
not,O
retreat,O
from,O
the,O
world,O
because,O
of,O
terrorist,O
attacks,O
.,O
Albright,O
",",O
echoing,O
the,O
president,O
",",O
said,O
the,O
United,O
States,O
would,O
"""",O
continue,O
to,O
be,O
present,O
around,O
the,O
world,O
",",O
wherever,O
we,O
have,O
interests,O
to,O
defend,O
".""",O
"""",O
We,O
will,O
do,O
all,O
we,O
can,O
to,O
protect,O
our,O
diplomatic,O
and,O
military,O
peoples,O
around,O
the,O
world,O
",""",O
she,O
said,O
.,O
Clinton,O
met,O
with,O
his,O
top,O
aides,O
Wednesday,B-DATE
in,O
the,O
White,O
House,O
to,O
assess,O
the,O
situation,O
following,O
the,O
twin,O
bombings,O
at,O
U,O
.,O
S,O
.,O
embassies,O
in,O
Kenya,O
and,O
Tanzania,O
",",O
which,O
have,O
killed,O
more,O
than,O
250,O
people,O
and,O
injured,O
over,O
5,O
",",O
000,O
",",O
most,O
of,O
them,O
Kenyans,O
and,O
Tanzanians,O
.,O
Twelve,O
Americans,O
were,O
killed,O
in,O
the,O
Kenya,O
embassy,O
bombing,O
.,O
Clinton,O
ordered,O
an,O
assessment,O
of,O
what,O
it,O
would,O
cost,O
to,O
rebuild,O
the,O
embassies,O
in,O
Kenya,O
and,O
Tanzania,O
and,O
the,O
price,O
tag,O
for,O
emergency,O
response,O
teams,O
sent,O
to,O
the,O
two,O
countries,O
.,O
He,O
also,O
asked,O
for,O
a,O
"""",O
list,O
of,O
the,O
priorities,O
for,O
improving,O
security,O
for,O
U,O
.,O
S,O
.,O
facilities,O
around,O
the,O
world,O
".""",O
The,O
State,O
Department,O
and,O
the,O
Office,O
of,O
Management,O
and,O
Budget,O
will,O
jointly,O
make,O
the,O
assessments,O
"""",O
in,O
the,O
next,O
few,O
days,O
",""",O
and,O
the,O
president,O
will,O
present,O
the,O
report,O
to,O
Congress,O
for,O
more,O
emergency,O
funding,O
.,O
