token,tag
NAIROBI,O
",",O
August,B-DATE
21,I-DATE
(,O
Xinhua,O
),O
--,O
Director,O
of,O
the,O
U,O
.,O
S,O
.,O
Federal,O
Bureau,O
of,O
Investigation,O
(,O
FBI,O
),O
Louis,O
Freeh,O
said,O
here,O
Friday,B-DATE
that,O
U,O
.,O
S,O
.,O
air,O
raid,O
on,O
Afghanistan,O
and,O
Sudan,O
is,O
not,O
directly,O
linked,O
with,O
the,O
probe,O
into,O
the,O
August,B-DATE
7,I-DATE
bombings,O
in,O
east,O
Africa,O
.,O
"""",O
This,O
is,O
an,O
investigation,O
proceeding,O
on,O
many,O
fronts,O
",""",O
said,O
Freeh,O
at,O
a,O
press,O
conference,O
at,O
the,O
Jomo,O
Kenyatta,O
airport,O
before,O
returning,O
home,O
.,O
"""",O
I,O
cannot,O
detail,O
or,O
characterize,O
the,O
type,O
of,O
evidence,O
we,O
have,O
gathered,O
in,O
Nairobi,O
".""",O
He,O
said,O
he,O
cannot,O
confirm,O
there,O
is,O
any,O
evidence,O
linking,O
the,O
bomb,O
blasts,O
at,O
the,O
U,O
.,O
S,O
.,O
embassies,O
in,O
Kenya,O
and,O
Tanzania,O
to,O
the,O
Saudi,O
millionaire,O
and,O
the,O
allegedly,O
main,O
sponsor,O
of,O
anti,O
-,O
U,O
.,O
S,O
.,O
terrorism,O
",",O
Osama,O
Bin,O
Laden,O
",",O
who,O
now,B-DATE
lives,O
in,O
Afghanistan,O
.,O
"""",O
Hundreds,O
of,O
people,O
have,O
been,O
interviewed,O
"""",O
and,O
investigators,O
probably,O
have,O
to,O
take,O
quite,O
a,O
long,O
time,O
to,O
compile,O
evidence,O
in,O
the,O
two,O
bomb,O
blasts,O
so,O
as,O
to,O
reach,O
any,O
conclusion,O
",",O
he,O
said,O
.,O
Freeh,O
flew,O
to,O
Washington,O
immediately,O
after,O
the,O
press,O
conference,O
.,O
U,O
.,O
S,O
.,O
President,O
Bill,O
Clinton,O
said,O
Thursday,B-DATE
that,O
he,O
had,O
ordered,O
the,O
strikes,O
after,O
receiving,O
"""",O
convincing,O
evidence,O
"""",O
that,O
the,O
terrorist,O
facilities,O
the,O
U,O
.,O
S,O
.,O
raided,O
in,O
Sudan,O
and,O
Afghanistan,O
had,O
played,O
key,O
roles,O
in,O
the,O
bomb,O
attacks,O
in,O
capitals,O
of,O
Kenya,O
and,O
Tanzania,O
.,O
However,O
",",O
Freeh,O
said,O
although,O
the,O
bombing,O
investigators,O
from,O
the,O
FBI,O
",",O
Kenya,O
and,O
Tanzania,O
have,O
been,O
working,O
very,O
hard,O
and,O
made,O
"""",O
very,O
good,O
progress,O
"""",O
on,O
the,O
case,O
",",O
so,O
far,O
no,O
conclusion,O
or,O
decision,O
can,O
be,O
made,O
at,O
this,O
stage,O
.,O
After,O
touring,O
Tanzanian,O
capital,O
Dar,O
es,O
Salaam,O
Thursday,B-DATE
and,O
meeting,O
with,O
Kenyan,O
police,O
leaders,O
Friday,B-DATE
morning,I-TIME
",",O
the,O
FBI,O
chief,O
also,O
said,O
that,O
he,O
is,O
very,O
satisfied,O
with,O
the,O
close,O
and,O
effective,O
cooperation,O
among,O
the,O
FBI,O
agents,O
and,O
the,O
police,O
in,O
Kenya,O
and,O
Tanzania,O
.,O
The,O
man,O
who,O
hurled,O
a,O
grenade,O
at,O
security,O
guards,O
at,O
the,O
U,O
.,O
S,O
.,O
embassy,O
here,O
seconds,O
before,O
the,O
bomb,O
exploded,O
was,O
positively,O
identified,O
Thursday,B-DATE
as,O
two,O
more,O
suspects,O
--,O
one,O
Arab,O
",",O
one,O
Sudanese,O
--,O
who,O
had,O
been,O
arrested,O
",",O
Kenya,O
',O
s,O
national,O
newspapers,O
reported,O
Friday,B-DATE
.,O
Local,O
sources,O
said,O
that,O
the,O
plan,O
of,O
bombing,O
U,O
.,O
S,O
.,O
embassies,O
in,O
Kenya,O
and,O
Tanzania,O
took,O
three,B-DURATION
months,I-DURATION
to,O
complete,O
and,O
bombers,O
destined,O
for,O
Kenya,O
were,O
dispatched,O
through,O
Somalia,O
and,O
Rwanda,O
.,O
A,O
senior,O
government,O
official,O
who,O
saw,O
the,O
confessions,O
of,O
suspects,O
was,O
quoted,O
Friday,B-DATE
by,O
local,O
media,O
as,O
saying,O
that,O
an,O
Egyptian,O
Islamic,O
Jihad,O
group,O
",",O
linked,O
with,O
Laden,O
",",O
planned,O
the,O
attacks,O
.,O
The,O
car,O
bomb,O
attack,O
at,O
the,O
U,O
.,O
S,O
.,O
embassy,O
in,O
Nairobi,O
killed,O
253,O
people,O
and,O
injured,O
5,O
",",O
000,O
others,O
.,O
A,O
nearly,O
simultaneous,O
car,O
bombing,O
outside,O
the,O
U,O
.,O
S,O
.,O
embassy,O
in,O
Tanzania,O
killed,O
10,O
people,O
and,O
wounded,O
about,O
70,O
others,O
.,O
Earlier,O
",",O
the,O
U,O
.,O
S,O
.',O
s,O
demand,O
for,O
Laden,O
',O
s,O
extradition,O
from,O
Afghanistan,O
has,O
been,O
refused,O
by,O
the,O
Taliban,O
government,O
.,O
