token,tag
Dominion,O
Textile,O
Inc,O
.,O
holders,O
adopted,O
a,O
shareholder,O
-,O
rights,O
plan,O
at,O
the,O
annual,O
meeting,O
.,O
The,O
so,O
-,O
called,O
poison,O
pill,O
took,O
effect,O
Aug,B-DATE
.,I-DATE
9,I-DATE
pending,O
ratification,O
by,O
holders,O
.,O
Rights,O
attached,O
to,O
the,O
company,O
',O
s,O
common,O
shares,O
were,O
issued,O
that,O
are,O
triggered,O
if,O
a,O
hostile,O
bidder,O
acquires,O
more,O
than,O
20,O
%,O
of,O
the,O
shares,O
outstanding,O
.,O
Once,O
triggered,O
",",O
the,O
rights,O
allow,O
holders,O
to,O
buy,O
additional,O
shares,O
at,O
50,O
%,O
of,O
the,O
then,B-DATE
current,I-DATE
market,O
price,O
or,O
",",O
at,O
the,O
board,O
',O
s,O
discretion,O
",",O
to,O
receive,O
securities,O
or,O
assets,O
.,O
Separately,O
",",O
Dominion,O
Textile,O
posted,O
net,O
income,O
of,O
4,O
.,O
7,O
million,O
Canadian,O
dollars,O
($,O
4,O
million,O
"),",O
or,O
12,O
Canadian,O
cents,O
a,O
share,O
",",O
for,O
the,B-DATE
fiscal,I-DATE
-,I-DATE
first,I-DATE
quarter,I-DATE
ended,O
Sept,B-DATE
.,I-DATE
30,I-DATE
.,O
The,O
company,O
had,O
a,O
net,O
loss,O
of,O
C,O
$,O
2,O
.,O
3,O
million,O
",",O
or,O
14,O
Canadian,O
cents,O
a,O
share,O
",",O
a,B-DATE
year,I-DATE
ago,I-DATE
.,O
Sales,O
were,O
C,O
$,O
348,O
.,O
2,O
million,O
compared,O
with,O
C,O
$,O
307,O
.,O
2,O
a,B-DATE
year,I-DATE
earlier,I-DATE
.,O
