token,tag
Additional,O
details,O
of,O
the,O
slaying,O
emerged,O
on,O
Sunday,B-DATE
.,O
Slepian,O
',O
s,O
lawyer,O
",",O
Glenn,O
Edward,O
Murray,O
",",O
said,O
the,O
sniper,O
',O
s,O
bullet,O
entered,O
through,O
a,O
partially,O
draped,O
kitchen,O
window,O
",",O
hit,O
Slepian,O
in,O
the,O
back,O
and,O
exited,O
through,O
his,O
chest,O
.,O
The,O
doctor,O
',O
s,O
wife,O
and,O
one,O
of,O
his,O
sons,O
were,O
in,O
the,O
kitchen,O
when,O
the,O
shooting,O
occurred,O
",",O
Murray,O
said,O
.,O
The,O
bullet,O
bounced,O
off,O
a,O
cabinet,O
and,O
ricocheted,O
into,O
the,O
living,O
room,O
",",O
where,O
the,O
doctor,O
',O
s,O
three,O
other,O
children,O
were,O
watching,O
television,O
",",O
Murray,O
said,O
.,O
Slepian,O
',O
s,O
wife,O
and,O
one,O
son,O
tried,O
to,O
revive,O
him,O
.,O
Just,O
over,B-DURATION
an,I-DURATION
hour,I-DURATION
later,O
",",O
he,O
was,O
declared,O
dead,O
at,O
nearby,O
Millard,O
Fillmore,O
Suburban,O
Hospital,O
.,O
For,O
the,O
most,O
part,O
",",O
people,O
on,O
both,O
sides,O
of,O
the,O
abortion,O
issue,O
expressed,O
outrage,O
at,O
the,O
shooting,O
.,O
But,O
one,O
abortion,O
opponent,O
",",O
the,O
Rev,O
.,O
Donald,O
Spitz,O
",",O
the,O
founder,O
of,O
Pro,O
-,O
Life,O
Virginia,O
",",O
described,O
Slepian,O
',O
s,O
killer,O
as,O
a,O
``,O
hero,O
'',O
for,O
ending,O
the,O
physician,O
',O
s,O
``,O
bloodthirsty,O
practice,O
.'',O
``,O
We,O
as,O
Christians,O
have,O
a,O
responsibility,O
to,O
protect,O
the,O
innocent,O
from,O
being,O
murdered,O
",''",O
Spitz,O
said,O
in,O
a,O
statement,O
released,O
to,O
The,O
Associated,O
Press,O
",",O
``,O
the,O
same,O
way,O
we,O
would,O
want,O
someone,O
to,O
protect,O
us,O
.,O
Whoever,O
shot,O
the,O
shot,O
protected,O
the,O
children,O
.'',O
Most,O
other,O
opponents,O
of,O
abortion,O
",",O
however,O
",",O
condemned,O
the,O
shooting,O
and,O
abortion,O
.,O
In,O
his,O
Sunday,B-DATE
Mass,O
at,O
St,O
.,O
Patrick,O
',O
s,O
Cathedral,O
in,O
New,O
