token,tag
Esselte,O
AB,O
",",O
the,O
Stockholm,O
office,O
supplies,O
company,O
",",O
as,O
expected,O
",",O
proposed,O
to,O
acquire,O
the,O
22,O
%,O
it,O
doesn,O
',O
t,O
own,O
of,O
its,O
U,O
.,O
S,O
.,O
unit,O
",",O
Esselte,O
Business,O
Systems,O
Inc,O
.,O
The,O
price,O
in,O
the,O
proposal,O
is,O
$,O
43,O
.,O
50,O
for,O
each,O
of,O
the,O
4,O
.,O
9,O
million,O
shares,O
the,O
parent,O
doesn,O
',O
t,O
own,O
",",O
or,O
$,O
213,O
.,O
2,O
million,O
.,O
In,O
New,O
York,O
Stock,O
Exchange,O
composite,O
trading,O
",",O
Esselte,O
closed,O
yesterday,B-DATE
at,O
$,O
43,O
.,O
50,O
a,O
share,O
",",O
up,O
$,O
1,O
.,O
A,O
committee,O
of,O
outside,O
directors,O
for,O
the,O
Garden,O
City,O
",",O
N,O
.,O
Y,O
".,",O
unit,O
is,O
evaluating,O
the,O
proposal,O
;,O
the,O
parent,O
asked,O
it,O
to,O
respond,O
by,O
Oct,B-DATE
.,I-DATE
31,I-DATE
.,O
The,O
unit,O
said,O
it,O
can,O
provide,O
no,O
assurance,O
a,O
transaction,O
will,O
occur,O
.,O
Esselte,O
AB,O
sold,O
the,O
minority,O
stake,O
five,B-DATE
years,I-DATE
ago,I-DATE
in,O
a,O
$,O
40,O
million,O
international,O
share,O
offering,O
.,O
The,O
unit,O
",",O
which,O
is,O
the,O
holding,O
company,O
for,O
Esselte,O
',O
s,O
non,O
-,O
Swedish,O
units,O
",",O
accounted,O
for,O
58,O
%,O
of,O
sales,O
and,O
71,O
%,O
of,O
operating,O
profit,O
last,B-DATE
year,I-DATE
.,O
Separately,O
",",O
Esselte,O
Business,O
Systems,O
reported,O
third,B-DATE
-,I-DATE
quarter,I-DATE
net,O
income,O
fell,O
5,O
.,O
9,O
%,O
to,O
$,O
9,O
.,O
5,O
million,O
",",O
or,O
46,O
cents,O
a,O
share,O
",",O
from,O
$,O
10,O
.,O
1,O
million,O
",",O
or,O
49,O
cents,O
a,O
share,O
",",O
in,O
the,B-DATE
year,I-DATE
-,I-DATE
ago,I-DATE
period,I-DATE
.,O
Sales,O
rose,O
2,O
.,O
9,O
%,O
to,O
$,O
329,O
.,O
2,O
million,O
from,O
$,O
320,O
million,O
.,O
