token,tag
In,O
Washington,O
today,B-DATE
",",O
the,O
Federal,O
Aviation,O
Administration,O
released,O
air,O
traffic,O
control,O
tapes,O
from,O
the,O
night,O
the,O
TWA,O
Flight,O
eight,O
hundred,O
went,O
down,O
.,O
There,O
',O
s,O
nothing,O
new,O
on,O
why,O
the,O
plane,O
exploded,O
",",O
but,O
you,O
cannot,O
miss,O
the,O
moment,O
.,O
ABC,O
',O
s,O
Lisa,O
Stark,O
has,O
more,O
.,O
There,O
was,O
no,O
hint,O
of,O
trouble,O
in,O
the,O
last,O
conversation,O
between,O
controllers,O
and,O
TWA,O
pilot,O
Steven,O
Snyder,O
TWA,O
eight,O
hundred,O
climb,O
maintain,O
one,O
five,O
thousand,O
.,O
TWA,O
',O
s,O
eight,O
hundred,O
heavy,O
climb,O
and,O
maintain,O
one,O
five,O
thousand,O
leavin,O
-,O
three,O
thousand,O
.,O
But,O
a,B-DURATION
minute,I-DURATION
and,I-DURATION
a,I-DURATION
half,I-DURATION
later,O
",",O
a,O
pilot,O
from,O
a,O
nearby,O
flight,O
calls,O
in,O
.,O
Ah,O
",",O
we,O
just,O
saw,O
an,O
explosion,O
up,O
ahead,O
of,O
us,O
here,O
about,O
sixteen,O
thousand,O
feet,O
or,O
something,O
like,O
that,O
.,O
It,O
just,O
went,O
down,O
.,O
The,O
controller,O
at,O
Boston,O
center,O
tries,O
to,O
raise,O
TWA,O
eight,O
hundred,O
.,O
TWA,O
eight,O
hundred,O
",",O
if,O
you,O
hear,O
center,O
",",O
ident,O
.,O
There,O
is,O
no,O
response,O
.,O
Later,O
",",O
the,O
controller,O
asks,O
the,O
Eastwind,O
pilot,O
for,O
more,O
details,O
.,O
Ah,O
yes,O
",",O
sir,O
.,O
It,O
-,O
It,O
just,O
blew,O
up,O
in,O
the,O
air,O
",",O
and,O
then,O
we,O
saw,O
two,O
fireballs,O
go,O
down,O
to,O
the,O
",",O
to,O
the,O
water,O
",",O
and,O
there,O
was,O
a,O
big,O
small,O
",",O
ah,O
",",O
smoke,O
",",O
from,O
ah,O
",",O
coming,O
up,O
from,O
that,O
.,O
At,O
one,O
point,O
",",O
when,O
it,O
became,O
clear,O
controllers,O
could,O
not,O
contact,O
the,O
plane,O
",",O
someone,O
said,O
a,O
prayer,O
.,O
TWA,O
eight,O
hundred,O
center,O
",",O
I,O
think,O
that,O
was,O
him,O
.,O
I,O
think,O
so,O
.,O
God,O
bless,O
him,O
.,O
Lisa,O
Stark,O
ABC,O
news,O
Washington,O
