HAVANA,O,
",",O,
August,B-DATE,
7,I-DATE,
(,O,
Xinhua,O,
),O,
--,O,
The,O,
Cuban,O,
government,O,
Friday,B-DATE,
condemned,O,
the,O,
two,O,
bomb,O,
explosions,O,
near,O,
U,O,
.,O,
S,O,
.,O,
embassies,O,
in,O,
Kenya,O,
and,O,
Tanzania,O,
.,O,
The,O,
Foreign,O,
Ministry,O,
said,O,
in,O,
a,O,
statement,O,
that,O,
the,O,
Cuban,O,
government,O,
is,O,
against,O,
such,O,
kind,O,
of,O,
terrorist,O,
attacks,O,
",",O,
which,O,
pose,O,
potential,O,
threats,O,
to,O,
every,O,
country,O,
.,O,
The,O,
Cuban,O,
government,O,
also,O,
expressed,O,
its,O,
condolences,O,
to,O,
the,O,
families,O,
of,O,
the,O,
victims,O,
.,O,
Two,O,
bombs,O,
exploded,O,
outside,O,
U,O,
.,O,
S,O,
.,O,
embassies,O,
in,O,
Kenya,O,
and,O,
Tanzania,O,
Friday,B-DATE,
",",O,
killing,O,
at,O,
least,O,
81,O,
people,O,
and,O,
injuring,O,
more,O,
than,O,
1,O,
",",O,
700,O,
others,O,
.,O,
At,O,
least,O,
74,O,
",",O,
including,O,
eight,O,
Americans,O,
",",O,
were,O,
killed,O,
in,O,
Nairobi,O,
",",O,
the,O,
capital,O,
of,O,
Kenya,O,
",",O,
and,O,
more,O,
then,O,
1,O,
",",O,
640,O,
were,O,
wounded,O,
.,O,
At,O,
least,O,
seven,O,
were,O,
reported,O,
dead,O,
in,O,
the,O,
Tanzanian,O,
capital,O,
of,O,
Dar,O,
es,O,
Salaam,O,
",",O,
and,O,
72,O,
others,O,
were,O,
hurt,O,
.,O,
