token,tag
Rally,O
',O
s,O
Inc,O
.,O
said,O
it,O
adopted,O
a,O
shareholders,O
rights,O
plan,O
to,O
protect,O
shareholders,O
from,O
an,O
inadequately,O
priced,O
takeover,O
offer,O
.,O
The,O
plan,O
provides,O
for,O
the,O
distribution,O
of,O
one,O
common,O
stock,O
-,O
purchase,O
right,O
as,O
a,O
dividend,O
for,O
each,O
share,O
of,O
common,O
outstanding,O
.,O
Each,O
right,O
entitles,O
shareholders,O
to,O
buy,O
one,O
-,O
half,O
share,O
of,O
common,O
for,O
$,O
30,O
.,O
Earlier,B-DATE
this,I-DATE
month,I-DATE
",",O
a,O
group,O
led,O
by,O
three,O
of,O
the,O
company,O
',O
s,O
directors,O
",",O
Burt,O
Sugarman,O
",",O
James,O
M,O
.,O
Trotter,O
III,O
and,O
Willam,O
E,O
.,O
Trotter,O
II,O
",",O
indicated,O
it,O
had,O
a,O
45,O
.,O
2,O
%,O
stake,O
in,O
the,O
Louisville,O
",",O
Ky,O
".,",O
fast,O
-,O
food,O
company,O
and,O
that,O
it,O
planned,O
to,O
seek,O
a,O
majority,O
of,O
seats,O
on,O
Rally,O
',O
s,O
nine,O
-,O
member,O
board,O
.,O
The,O
company,O
said,O
it,O
was,O
"""",O
concerned,O
about,O
the,O
announced,O
intent,O
to,O
acquire,O
control,O
of,O
the,O
company,O
"""",O
by,O
a,O
Sugarman,O
-,O
led,O
group,O
.,O
