token,tag
ATLANTA,O
(,O
AP,O
),O
--,O
The,O
creator,O
of,O
an,O
anti,O
-,O
abortion,O
Web,O
site,O
found,O
to,O
be,O
a,O
threat,O
to,O
abortion,O
providers,O
says,O
a,O
decision,O
to,O
shut,O
the,O
site,O
down,O
is,O
just,O
a,O
``,O
temporary,O
setback,O
.'',O
Neal,O
Horsley,O
said,O
Friday,B-DATE
that,O
he,O
would,O
seek,O
a,O
new,O
Internet,O
service,O
for,O
his,O
``,O
Nuremburg,O
Files,O
'',O
site,O
",",O
which,O
was,O
the,O
focus,O
of,O
a,O
federal,O
court,O
trial,O
that,O
led,O
to,O
a,O
$,O
107,O
million,O
verdict,O
this,B-DATE
week,I-DATE
in,O
favor,O
of,O
abortion,O
providers,O
.,O
Horsley,O
was,O
not,O
a,O
defendant,O
in,O
the,O
suit,O
",",O
in,O
which,O
the,O
Portland,O
",",O
Ore,O
".,",O
jury,O
ruled,O
that,O
such,O
sites,O
constitute,O
threats,O
to,O
abortion,O
providers,O
.,O
MindSpring,O
",",O
which,O
provided,O
the,O
Internet,O
space,O
for,O
the,O
site,O
",",O
closed,O
it,O
Thursday,B-DATE
night,O
for,O
violating,O
``,O
our,O
appropriate,O
use,O
policies,O
",''",O
spokesman,O
Serge,O
Clermont,O
said,O
.,O
The,O
Web,O
site,O
included,O
the,O
names,O
and,O
addresses,O
of,O
abortion,O
doctors,O
and,O
featured,O
photos,O
of,O
mangled,O
fetuses,O
and,O
drawings,O
of,O
dripping,O
blood,O
.,O
Three,O
times,O
",",O
doctors,O
whose,O
names,O
appeared,O
on,O
the,O
list,O
were,O
killed,O
",",O
most,O
recently,O
last,B-DATE
October,I-DATE
when,O
Dr,O
.,O
Barnett,O
Slepian,O
was,O
gunned,O
down,O
by,O
sniper,O
fire,O
in,O
his,O
home,O
outside,O
Buffalo,O
",",O
N,O
.,O
Y,O
.,O
His,O
name,O
on,O
the,O
Web,O
site,O
was,O
crossed,O
out,O
that,B-DATE
same,I-DATE
day,I-DATE
.,I-DATE
Pathway,O
Communications,O
",",O
which,O
has,O
maintained,O
the,O
site,O
",",O
said,O
in,O
a,O
statement,O
that,O
``,O
The,O
Nuremberg,O
Files,O
'',O
was,O
knocked,O
off,O
-,O
line,O
without,O
notice,O
.,O
The,O
company,O
said,O
it,O
was,O
informed,O
Friday,B-DATE
that,O
it,O
violated,O
MindSpring,O
',O
s,O
policy,O
on,O
``,O
threatening,O
and,O
harassing,O
language,O
.'',O
Horsley,O
called,O
the,O
move,O
a,O
``,O
temporary,O
setback,O
.'',O
``,O
We,O
are,O
presently,O
searching,O
for,O
a,O
bolder,O
and,O
more,O
principled,O
(,O
Internet,O
service,O
provider,O
),O
to,O
host,O
the,O
Nuremburg,O
Files,O
",''",O
the,O
statement,O
said,O
.,O
