token,tag
Some,O
lousy,O
earnings,O
reports,O
whacked,O
the,O
stock,O
market,O
",",O
but,O
bond,O
prices,O
fell,O
only,O
slightly,O
and,O
the,O
dollar,O
rose,O
a,O
little,O
against,O
most,O
major,O
currencies,O
.,O
The,O
Dow,O
Jones,O
Industrial,O
Average,O
tumbled,O
39,O
.,O
55,O
points,O
",",O
to,O
2613,O
.,O
73,O
",",O
in,O
active,O
trading,O
.,O
Long,O
-,O
term,O
Treasury,O
bonds,O
ended,O
slightly,O
higher,O
.,O
The,O
dollar,O
rose,O
modestly,O
against,O
the,O
mark,O
and,O
the,O
yen,O
",",O
but,O
soared,O
against,O
the,O
pound,O
following,O
the,O
resignation,O
of,O
Britain,O
',O
s,O
chancellor,O
of,O
the,O
Exchequer,O
",",O
Nigel,O
Lawson,O
.,O
Analysts,O
have,O
complained,O
that,O
third,B-DATE
-,I-DATE
quarter,I-DATE
corporate,O
earnings,O
haven,O
',O
t,O
been,O
very,O
good,O
",",O
but,O
the,O
effect,O
hit,O
home,O
particularly,O
hard,O
yesterday,B-DATE
.,O
Compaq,O
Computer,O
nose,O
-,O
dived,O
$,O
8,O
.,O
625,O
a,O
share,O
",",O
to,O
$,O
100,O
",",O
and,O
pulled,O
other,O
technology,O
issues,O
lower,O
after,O
reporting,O
lower,O
-,O
than,O
-,O
expected,O
earnings,O
after,O
the,O
stock,O
market,O
closed,O
Wednesday,B-DATE
.,O
Later,B-DATE
yesterday,B-DATE
the,O
nation,O
',O
s,O
major,O
auto,O
makers,O
added,O
to,O
the,O
gloom,O
when,O
they,O
each,O
reported,O
their,O
core,O
auto,O
operations,O
were,O
net,O
losers,O
in,O
the,B-DATE
third,I-DATE
quarter,I-DATE
.,O
The,O
less,O
-,O
than,O
-,O
robust,O
third,B-DATE
-,I-DATE
quarter,I-DATE
results,O
came,O
amid,O
renewed,O
concern,O
about,O
the,O
volatility,O
of,O
stock,O
prices,O
and,O
the,O
role,O
of,O
computer,O
-,O
aided,O
program,O
trading,O
.,O
Taken,O
together,O
",",O
the,O
worries,O
prompted,O
a,O
broad,O
sell,O
-,O
off,O
of,O
stocks,O
.,O
The,O
number,O
of,O
stocks,O
on,O
the,O
New,O
York,O
Stock,O
Exchange,O
that,O
fell,O
in,O
price,O
yesterday,B-DATE
exceeded,O
1,O
",",O
000,O
",",O
a,O
key,O
measure,O
of,O
underlying,O
sentiment,O
among,O
technical,O
analysts,O
.,O
Although,O
the,O
government,O
said,O
the,O
economy,O
grew,O
an,O
estimated,O
2,O
.,O
5,O
%,O
in,O
the,B-DATE
third,I-DATE
quarter,I-DATE
",",O
in,O
line,O
with,O
expectations,O
",",O
analysts,O
are,O
increasingly,O
predicting,O
much,O
more,O
sluggish,O
growth,O
--,O
and,O
therefore,O
more,O
corporate,O
earnings,O
disappointments,O
--,O
for,O
the,B-DATE
fourth,I-DATE
quarter,I-DATE
.,O
"""",O
There,O
are,O
a,O
lot,O
more,O
downward,O
revisions,O
of,O
earnings,O
forecasts,O
than,O
upward,O
revisions,O
",""",O
said,O
Abby,O
Joseph,O
Cohen,O
",",O
a,O
market,O
strategist,O
at,O
Drexel,O
Burnham,O
Lambert,O
.,O
"""",O
People,O
are,O
questioning,O
corporate,O
profits,O
as,O
a,O
pillar,O
of,O
support,O
for,O
the,O
equity,O
market,O
".""",O
The,O
bond,O
market,O
was,O
unmoved,O
by,O
the,O
economic,O
statistics,O
.,O
While,O
bond,O
investors,O
would,O
have,O
preferred,O
growth,O
to,O
be,O
a,O
little,O
slower,O
",",O
they,O
were,O
cheered,O
by,O
inflation,O
measures,O
in,O
the,O
data,O
that,O
showed,O
prices,O
rising,O
at,O
a,O
modest,O
annual,O
rate,O
of,O
2,O
.,O
9,O
%.,O
That,O
is,O
another,O
small,O
encouragement,O
for,O
the,O
Federal,O
Reserve,O
to,O
lower,O
interest,O
rates,O
in,O
coming,B-DURATION
weeks,I-DURATION
",",O
they,O
reasoned,O
.,O
In,O
major,O
market,O
activity,O
:,O
Stock,O
prices,O
fell,O
sharply,O
in,O
active,O
trading,O
.,O
Volume,O
on,O
the,O
New,O
York,O
Stock,O
Exchange,O
totaled,O
175,O
.,O
2,O
million,O
shares,O
.,O
Declining,O
issues,O
on,O
the,O
Big,O
Board,O
outstripped,O
gainers,O
1,O
",",O
141,O
to,O
406,O
.,O
Bond,O
prices,O
were,O
barely,O
higher,O
.,O
The,O
Treasury,O
',O
s,O
benchmark,O
30,B-DURATION
-,I-DURATION
year,I-DURATION
rose,O
fractionally,O
.,O
Yield,O
on,O
the,O
issue,O
was,O
7,O
.,O
88,O
%.,O
The,O
dollar,O
rose,O
modestly,O
against,O
most,O
major,O
currencies,O
.,O
In,O
late,O
New,O
York,O
trading,O
the,O
dollar,O
was,O
at,O
1,O
.,O
8400,O
marks,O
and,O
142,O
.,O
10,O
yen,O
compared,O
with,O
1,O
.,O
8353,O
marks,O
and,O
141,O
.,O
52,O
yen,O
Wednesday,B-DATE
.,O
The,O
dollar,O
soared,O
against,O
the,O
pound,O
",",O
which,O
was,O
at,O
$,O
1,O
.,O
5765,O
compared,O
with,O
$,O
1,O
.,O
6145,O
Wednesday,B-DATE
.,O
