token,tag
In,O
a,O
stunning,O
shift,O
in,O
direction,O
",",O
Provigo,O
Inc,O
.,O
said,O
it,O
will,O
sell,O
all,O
its,O
non,O
-,O
food,O
operations,O
to,O
concentrate,O
solely,O
on,O
its,O
retail,O
and,O
wholesale,O
grocery,O
business,O
.,O
The,O
non,O
-,O
food,O
operations,O
accounted,O
for,O
about,O
27,O
%,O
of,O
Provigo,O
',O
s,O
7,O
.,O
38,O
billion,O
Canadian,O
dollars,O
(,O
US,O
$,O
6,O
.,O
3,O
billion,O
),O
in,O
sales,O
in,O
the,B-DATE
latest,I-DATE
fiscal,I-DATE
year,I-DATE
.,O
In,O
a,O
related,O
move,O
",",O
Pierre,O
Lortie,O
",",O
chairman,O
and,O
chief,O
executive,O
",",O
resigned,O
.,O
Mr,O
.,O
Lortie,O
joined,O
Provigo,O
in,O
1985,B-DATE
and,O
spearheaded,O
the,O
company,O
',O
s,O
drive,O
to,O
grow,O
outside,O
its,O
traditional,O
food,O
business,O
.,O
He,O
couldn,O
',O
t,O
be,O
reached,O
for,O
comment,O
.,O
Bertin,O
Nadeau,O
",",O
newly,O
appointed,O
chairman,O
and,O
interim,O
chief,O
executive,O
of,O
Provigo,O
",",O
wouldn,O
',O
t,O
say,O
if,O
Mr,O
.,O
Lortie,O
was,O
asked,O
to,O
leave,O
.,O
"""",O
Mr,O
.,O
Lortie,O
felt,O
less,O
pertinent,O
",""",O
Mr,O
.,O
Nadeau,O
said,O
",",O
given,O
the,O
decision,O
to,O
dump,O
Provigo,O
',O
s,O
non,O
-,O
food,O
operations,O
.,O
"""",O
At,O
this,O
stage,O
it,O
was,O
felt,O
I,O
was,O
perhaps,O
more,O
pertinent,O
as,O
chief,O
executive,O
".""",O
Mr,O
.,O
Nadeau,O
also,O
is,O
chairman,O
and,O
chief,O
executive,O
of,O
Unigesco,O
Inc,O
".,",O
Provigo,O
',O
s,O
controlling,O
shareholder,O
.,O
At,O
a,O
news,O
conference,O
",",O
Mr,O
.,O
Nadeau,O
said,O
the,O
sale,O
of,O
the,O
three,O
non,O
-,O
food,O
