WASHINGTON,O,
",",O,
August,B-DATE,
8,I-DATE,
(,O,
Xinhua,O,
),O,
--,O,
President,O,
Bill,O,
Clinton,O,
Saturday,B-DATE,
vowed,O,
to,O,
hunt,O,
down,O,
and,O,
bring,O,
to,O,
justice,O,
those,O,
who,O,
were,O,
responsible,O,
for,O,
the,O,
bombings,O,
of,O,
two,O,
U,O,
.,O,
S,O,
.,O,
embassies,O,
in,O,
Kenya,O,
and,O,
Tanzania,O,
.,O,
"""",O,
No,O,
matter,O,
how,O,
long,O,
it,O,
takes,O,
or,O,
where,O,
it,O,
takes,O,
us,O,
",",O,
we,O,
will,O,
pursue,O,
terrorists,O,
until,O,
the,O,
cases,O,
are,O,
solved,O,
and,O,
justice,O,
is,O,
done,O,
",""",O,
Clinton,O,
said,O,
in,O,
his,O,
weekly,B-SET,
radio,O,
address,O,
.,O,
"""",O,
To,O,
turn,O,
our,O,
backs,O,
on,O,
those,O,
taking,O,
risks,O,
for,O,
peace,O,
",",O,
to,O,
weaken,O,
our,O,
opposition,O,
to,O,
terrorism,O,
--,O,
that,O,
would,O,
give,O,
terrorism,O,
a,O,
victory,O,
it,O,
must,O,
not,O,
and,O,
will,O,
not,O,
have,O,
",""",O,
the,O,
president,O,
said,O,
.,O,
The,O,
Friday,B-DATE,
explosions,O,
at,O,
U,O,
.,O,
S,O,
.,O,
embassies,O,
in,O,
Nairobi,O,
",",O,
Kenya,O,
",",O,
and,O,
Dar,O,
-,O,
es,O,
-,O,
Salaam,O,
",",O,
Tanzania,O,
",",O,
killed,O,
at,O,
least,O,
110,O,
people,O,
",",O,
and,O,
the,O,
number,O,
injured,O,
topped,O,
2,O,
",",O,
200,O,
.,O,
The,O,
11,O,
Americans,O,
were,O,
killed,O,
in,O,
Kenya,O,
",",O,
along,O,
with,O,
five,O,
Kenyan,O,
employees,O,
at,O,
the,O,
embassy,O,
.,O,
The,O,
State,O,
Department,O,
has,O,
sent,O,
medical,O,
and,O,
other,O,
supplies,O,
as,O,
well,O,
as,O,
investigators,O,
to,O,
the,O,
two,O,
countries,O,
.,O,
The,O,
FBI,O,
also,O,
dispatched,O,
dozens,O,
of,O,
agents,O,
and,O,
bombing,O,
and,O,
evidence,O,
specialists,O,
there,O,
.,O,
Aircraft,O,
have,O,
taken,O,
off,O,
from,O,
the,O,
United,O,
States,O,
",",O,
Europe,O,
and,O,
elsewhere,O,
in,O,
Africa,O,
bearing,O,
medical,O,
suplies,O,
and,O,
other,O,
equipment,O,
",",O,
along,O,
with,O,
replacement,O,
personnel,O,
for,O,
the,O,
two,O,
embassies,O,
.,O,
A,O,
62,O,
-,O,
member,O,
rescue,O,
team,O,
",",O,
previously,O,
sent,O,
to,O,
the,O,
bombed,O,
-,O,
out,O,
federal,O,
building,O,
in,O,
Oklahoma,O,
City,O,
",",O,
Okla,O,
".,",O,
was,O,
en,O,
route,O,
to,O,
Nairobi,O,
.,O,
U,O,
.,O,
S,O,
.,O,
embassies,O,
and,O,
military,O,
installations,O,
around,O,
the,O,
world,O,
were,O,
ordered,O,
to,O,
set,O,
up,O,
barriers,O,
and,O,
tighten,O,
security,O,
systems,O,
to,O,
prevent,O,
easy,O,
access,O,
by,O,
unauthorized,O,
people,O,
--,O,
Americans,O,
and,O,
foreigners,O,
.,O,
