token,tag
Cilcorp,O
Inc,O
".,",O
Peoria,O
",",O
Ill,O
".,",O
said,O
it,O
agreed,O
to,O
acquire,O
the,O
environmental,O
consulting,O
and,O
analytical,O
service,O
businesses,O
of,O
Hunter,O
Environmental,O
Services,O
Inc,O
.,O
of,O
Southport,O
",",O
Conn,O
.,O
The,O
utility,O
holding,O
company,O
said,O
Hunter,O
will,O
receive,O
390,O
",",O
000,O
shares,O
of,O
a,O
new,O
series,O
of,O
Cilcorp,O
convertible,O
preferred,O
stock,O
with,O
a,O
face,O
value,O
of,O
$,O
39,O
million,O
for,O
the,O
businesses,O
.,O
Cilcorp,O
will,O
also,O
assume,O
$,O
22,O
million,O
of,O
Hunter,O
',O
s,O
existing,O
debt,O
.,O
As,O
part,O
of,O
the,O
agreement,O
",",O
Cilcorp,O
said,O
it,O
will,O
pay,O
Hunter,O
$,O
4,O
million,O
in,O
exchange,O
for,O
agreements,O
not,O
to,O
compete,O
.,O
Cilcorp,O
said,O
the,O
businesses,O
to,O
be,O
acquired,O
had,O
revenue,O
of,O
$,O
76,O
million,O
for,O
the,B-DURATION
year,I-DURATION
ended,O
March,B-DATE
31,I-DATE
.,O
Separately,O
",",O
Cilcorp,O
said,O
it,O
plans,O
to,O
purchase,O
as,O
many,O
as,O
1,O
.,O
4,O
million,O
shares,O
",",O
or,O
10,O
%,O
of,O
its,O
common,O
stock,O
outstanding,O
from,O
time,O
to,O
time,O
on,O
the,O
open,O
market,O
and,O
through,O
privately,O
negotiated,O
transactions,O
.,O
The,O
company,O
",",O
which,O
currently,B-DATE
has,O
13,O
.,O
5,O
million,O
common,O
shares,O
outstanding,O
",",O
said,O
it,O
has,O
no,O
specific,O
plans,O
for,O
the,O
shares,O
.,O
