token,tag
MIAMI,O
_,O
Even,O
miles,O
away,O
from,O
sign,O
-,O
waving,O
demonstrators,O
who,O
keep,O
vigil,O
outside,O
the,O
tiny,O
house,O
in,O
Little,O
Havana,O
where,O
Elian,O
Gonzalez,O
lives,O
with,O
his,O
great,O
-,O
uncle,O
",",O
talk,O
about,O
the,O
standoff,O
between,O
Elian,O
',O
s,O
Miami,O
relatives,O
and,O
Immigration,O
and,O
Naturalization,O
Service,O
officials,O
pours,O
hot,O
and,O
quick,O
from,O
coffee,O
stands,O
on,O
Calle,O
Ocho,O
and,O
any,O
other,O
place,O
Cuban,O
Americans,O
gather,O
.,O
In,O
rapid,O
-,O
fire,O
Spanish,O
",",O
so,O
fast,O
that,O
even,O
people,O
who,O
learned,O
the,O
language,O
in,O
other,O
Hispanic,O
cultures,O
can,O
have,O
trouble,O
keeping,O
up,O
",",O
they,O
villify,O
Attorney,O
General,O
Janet,O
Reno,O
",",O
President,O
Clinton,O
and,O
others,O
who,O
want,O
to,O
send,O
the,O
child,O
back,O
to,O
his,O
father,O
in,O
Cuba,O
.,O
And,O
they,O
question,O
_,O
or,O
ridicule,O
_,O
news,O
that,O
the,O
boy,O
',O
s,O
father,O
is,O
planning,O
to,O
come,O
here,O
to,O
retrieve,O
his,O
son,O
.,O
It,O
is,O
a,O
Communist,O
plot,O
hatched,O
by,O
the,O
hated,O
dictator,O
",",O
Fidel,O
Castro,O
",",O
they,O
say,O
.,O
If,O
you,O
are,O
not,O
Cuban,O
",",O
they,O
said,O
",",O
you,O
just,O
would,O
not,O
understand,O
.,O
``,O
If,O
it,O
weren,O
',O
t,O
Cuba,O
",",O
the,O
child,O
should,O
go,O
to,O
be,O
with,O
his,O
father,O
",''",O
said,O
Delfina,O
Miranda,O
",",O
49,O
",",O
who,O
works,O
at,O
a,O
beauty,O
salon,O
in,O
Little,O
Havana,O
.,O
``,O
But,O
it,O
is,O
Cuba,O
.,O
That,O
kid,O
will,O
get,O
nothing,O
in,O
Cuba,O
.,O
Well,O
",",O
maybe,O
electro,O
-,O
shock,O
treatment,O
",",O
so,O
they,O
can,O
brain,O
-,O
wash,O
him,O
.'',O
Over,O
and,O
over,O
",",O
Cuban,O
Americans,O
said,O
that,O
outsiders,O
who,O
did,O
not,O
suffer,O
under,O
the,O
Castro,O
regime,O
simply,O
could,O
not,O
understand,O
their,O
passions,O
in,O
the,O
Elian,O
standoff,O
.,O
As,O
talk,O
on,O
the,O
streets,O
swirled,O
",",O
talks,O
between,O
lawyers,O
for,O
Elian,O
',O
s,O
Miami,O
relatives,O
and,O
government,O
officials,O
crept,O
to,O
an,O
uneventful,O
close,O
.,O
U,O
.,O
S,O
.,O
Immigration,O
officials,O
postponed,O
until,O
Tuesday,B-DATE
morning,I-DATE
any,O
action,O
on,O
revoking,O
the,O
boy,O
',O
s,O
temporary,O
permission,O
to,O
stay,O
in,O
the,O
United,O
States,O
",",O
which,O
would,O
allow,O
federal,O
officials,O
to,O
",",O
ultimately,O
",",O
take,O
the,O
boy,O
from,O
his,O
relatives,O
',O
house,O
and,O
eventually,O
return,O
him,O
to,O
Cuba,O
.,O
``,O
Like,O
the,O
family,O
",",O
we,O
are,O
monitoring,O
developments,O
concerning,O
the,O
possible,O
arrival,O
of,O
(,O
Elian,O
',O
s,O
father,O
),O
Juan,O
Miguel,O
Gonzalez,O
in,O
the,O
United,O
States,O
",''",O
said,O
Robert,O
Wallis,O
",",O
INS,O
director,O
for,O
the,O
Miami,O
district,O
.,O
Government,O
officials,O
had,O
threatened,O
to,O
revoke,O
the,O
boy,O
',O
s,O
parole,O
if,O
his,O
great,O
-,O
uncle,O
",",O
Lazaro,O
Gonzalez,O
",",O
did,O
not,O
sign,O
a,O
document,O
agreeing,O
to,O
hand,O
Elian,O
over,O
to,O
federal,O
officials,O
once,O
the,O
family,O
',O
s,O
appeal,O
in,O
the,O
11th,O
U,O
.,O
S,O
.,O
Circuit,O
Court,O
of,O
Appeals,O
was,O
decided,O
.,O
But,O
that,O
standoff,O
became,O
less,O
important,O
in,O
the,O
eyes,O
of,O
Cuban,O
Americans,O
here,O
after,O
Castro,O
announced,O
Wednesday,B-DATE
that,O
the,O
boy,O
',O
s,O
father,O
",",O
Juan,O
Miguel,O
Gonzalez,O
",",O
is,O
ready,O
to,O
travel,O
to,O
the,O
United,O
States,O
to,O
take,O
his,O
son,O
home,O
.,O
Gonzalez,O
',O
s,O
lawyer,O
",",O
Greg,O
Craig,O
",",O
asked,O
for,O
a,O
visa,O
Thursday,B-DATE
for,O
his,O
client,O
for,O
the,O
expected,O
visit,O
",",O
but,O
was,O
told,O
by,O
U,O
.,O
S,O
.,O
State,O
Department,O
officials,O
that,O
Gonzalez,O
himself,O
had,O
to,O
apply,O
for,O
the,O
visa,O
at,O
the,O
U,O
.,O
S,O
.,O
diplomatic,O
mission,O
in,O
Havana,O
.,O
``,O
Juan,O
Miguel,O
Gonzalez,O
is,O
ready,O
at,O
a,O
moment,O
',O
s,O
notice,O
to,O
come,O
to,O
the,O
United,O
States,O
",''",O
said,O
Craig,O
.,O
But,O
in,O
Miami,O
",",O
many,O
Cuban,O
Americans,O
said,O
Castro,O
is,O
orchestrating,O
the,O
visit,O
.,O
Castro,O
said,O
Gonzalez,O
would,O
travel,O
with,O
his,O
current,B-DATE
wife,O
and,O
their,O
son,O
",",O
a,O
top,O
government,O
official,O
",",O
doctors,O
",",O
nurses,O
",",O
psychiatrists,O
",",O
Elian,O
',O
s,O
Cuban,O
kindergarten,O
teacher,O
",",O
classmates,O
and,O
his,O
old,O
school,O
desk,O
.,O
A,O
list,O
of,O
31,O
people,O
issued,O
by,O
the,O
Cuban,O
government,O
Thursday,B-DATE
included,O
Ricardo,O
Alarcon,O
",",O
president,O
of,O
Cuba,O
',O
s,O
National,O
Assembly,O
.,O
Castro,O
has,O
suggested,O
that,O
Elian,O
and,O
his,O
relatives,O
stay,O
at,O
the,O
residence,O
of,O
Cuba,O
',O
s,O
chief,O
diplomat,O
in,O
Washington,O
.,O
Hidden,O
in,O
the,O
entourage,O
",",O
cautioned,O
Cuban,O
Americans,O
here,O
",",O
will,O
be,O
Cuban,O
security,O
agents,O
who,O
will,O
make,O
sure,O
that,O
Gonzalez,O
_,O
and,O
everyone,O
else,O
",",O
for,O
that,O
matter,O
_,O
does,O
not,O
defect,O
.,O
``,O
They,O
are,O
coming,O
with,O
everyone,O
",",O
including,O
psychologists,O
",''",O
said,O
Armando,O
Sanjurjo,O
",",O
73,O
.,O
``,O
You,O
know,O
why,O
?,O
To,O
give,O
Elian,O
an,O
injection,O
and,O
take,O
him,O
back,O
to,O
Cuba,O
.'',O
Sanjurjo,O
",",O
sipping,O
a,O
cafecito,O
in,O
front,O
of,O
Versailles,O
restaurant,O
",",O
the,O
nerve,O
center,O
for,O
Cuban,O
political,O
discussions,O
here,O
in,O
Little,O
Havana,O
",",O
is,O
convinced,O
",",O
like,O
many,O
others,O
here,O
",",O
the,O
entourage,O
is,O
designed,O
to,O
prevent,O
any,O
defections,O
.,O
``,O
He,O
',O
s,O
coming,O
with,O
an,O
entire,O
court,O
of,O
people,O
?,O
What,O
',O
s,O
that,O
about,O
?'',O
said,O
Angela,O
Esparragera,O
",",O
71,O
.,O
Miranda,O
said,O
Elian,O
',O
s,O
father,O
will,O
be,O
``,O
a,O
virtual,O
prisoner,O
here,O
if,O
he,O
comes,O
with,O
all,O
those,O
people,O
.,O
He,O
',O
ll,O
be,O
surrounded,O
by,O
people,O
if,O
he,O
goes,O
to,O
the,O
bathroom,O
.'',O
Gloria,O
Estefan,O
",",O
the,O
wildly,O
popular,O
singer,O
of,O
Cuban,O
descent,O
who,O
has,O
become,O
an,O
entertainment,O
and,O
cultural,O
icon,O
",",O
was,O
also,O
suspicious,O
of,O
this,O
visit,O
.,O
``,O
If,O
in,O
fact,O
",",O
Elian,O
',O
s,O
father,O
is,O
permitted,O
by,O
the,O
dictatorship,O
of,O
Fidel,O
Castro,O
to,O
come,O
to,O
the,O
United,O
States,O
",",O
then,O
",",O
as,O
a,O
Cuban,O
American,O
",",O
I,O
