token,tag
BELFAST,O
",",O
Northern,O
Ireland,O
(,O
AP,O
),O
_,O
Police,O
seized,O
a,O
car,O
bomb,O
under,O
construction,O
Sunday,B-DATE
in,O
a,O
town,O
bordering,O
Northern,O
Ireland,O
on,O
the,O
eve,O
of,O
the,O
return,O
to,O
peace,O
talks,O
by,O
the,O
IRA,O
-,O
allied,O
Sinn,O
Fein,O
party,O
.,O
Chief,O
Superintendent,O
Al,O
McHugh,O
said,O
the,O
bomb,O
discovered,O
in,O
the,O
Irish,O
Republic,O
was,O
destined,O
for,O
an,O
unknown,O
target,O
in,O
Northern,O
Ireland,O
and,O
``,O
would,O
have,O
caused,O
massive,O
destruction,O
.'',O
The,O
discovery,O
appeared,O
to,O
be,O
the,O
latest,O
attempt,O
by,O
extremists,O
opposed,O
to,O
the,O
IRA,O
',O
s,O
8,B-DURATION
-,I-DURATION
month,I-DURATION
-,I-DURATION
old,I-DURATION
truce,O
to,O
undermine,O
the,O
peace,O
process,O
",",O
set,O
to,O
resume,O
Monday,B-DATE
in,O
Belfast,O
.,O
Extremists,O
have,O
bombed,O
two,O
predominantly,O
pro,O
-,O
British,O
Protestant,O
towns,O
and,O
fired,O
mortar,O
shells,O
at,O
a,O
police,O
station,O
since,O
Sinn,O
Fein,O
was,O
expelled,O
from,O
peace,O
talks,O
on,O
Feb,B-DATE
.,I-DATE
20,I-DATE
in,O
punishment,O
for,O
two,O
killings,O
blamed,O
on,O
the,O
Irish,O
Republican,O
Army,O
.,O
Police,O
found,O
more,O
than,O
1,O
",",O
300,O
pounds,O
(,O
600,O
kgs,O
),O
of,O
fertilizer,O
-,O
based,O
explosives,O
Sunday,B-DATE
in,O
a,O
shed,O
in,O
Dundalk,O
",",O
50,O
miles,O
(,O
80,O
kms,O
),O
south,O
of,O
Belfast,O
.,O
They,O
arrested,O
two,O
men,O
in,O
connection,O
with,O
the,O
bomb,O
factory,O
",",O
which,O
also,O
contained,O
circuitry,O
",",O
detonating,O
cord,O
and,O
the,O
Mitsubishi,O
truck,O
that,O
would,O
have,O
carried,O
the,O
bomb,O
.,O
The,O
British,O
and,O
Irish,O
governments,O
",",O
which,O
cosponsor,O
the,O
multi,O
-,O
party,O
talks,O
that,O
are,O
supposed,O
to,O
conclude,O
by,O
May,B-DATE
",",O
invited,O
Sinn,O
Fein,O
to,O
rejoin,O
two,B-DATE
weeks,I-DATE
ago,I-DATE
.,O
But,O
Sinn,O
Fein,O
leader,O
Gerry,O
Adams,O
kept,O
his,O
party,O
out,O
pending,O
meetings,O
with,O
British,O
Prime,O
Minister,O
Tony,O
Blair,O
10,B-DATE
days,I-DATE
ago,I-DATE
and,O
President,O
Clinton,O
last,B-DATE
week,I-DATE
.,O
``,O
We,O
were,O
unjustly,O
pushed,O
out,O
of,O
the,O
talks,O
in,O
February,B-DATE
but,O
we,O
are,O
back,O
",''",O
Adams,O
said,O
Sunday,B-DATE
.,O
He,O
said,O
the,O
north,O
',O
s,O
substantial,O
Catholic,O
minority,O
demanded,O
a,O
settlement,O
that,O
would,O
promote,O
Northern,O
Ireland,O
',O
s,O
eventual,O
unification,O
with,O
the,O
Irish,O
Republic,O
.,O
``,O
Nationalists,O
in,O
the,O
north,O
are,O
not,O
a,O
minority,O
in,O
someone,O
else,O
',O
s,O
country,O
.,O
We,O
are,O
Irish,O
citizens,O
",",O
living,O
in,O
our,O
own,O
country,O
",''",O
Adams,O
said,O
",",O
adding,O
:,O
``,O
Nationalists,O
want,O
to,O
move,O
towards,O
Irish,O
unity,O
and,O
see,O
this,O
process,O
as,O
a,O
bridge,O
in,O
that,O
direction,O
.'',O
But,O
the,O
north,O
',O
s,O
pro,O
-,O
British,O
Protestant,O
majority,O
is,O
bitterly,O
opposed,O
to,O
uniting,O
Ireland,O
and,O
instead,O
wants,O
a,O
strong,O
government,O
for,O
Northern,O
Ireland,O
",",O
which,O
has,O
been,O
ruled,O
directly,O
by,O
London,O
since,O
1972,B-DATE
.,O
Northern,O
Ireland,O
',O
s,O
biggest,O
Protestant,O
party,O
",",O
the,O
Ulster,O
Unionists,O
",",O
is,O
threatening,O
to,O
push,O
for,O
Sinn,O
Fein,O
',O
s,O
expulsion,O
once,O
again,O
.,O
They,O
say,O
IRA,O
commanders,O
are,O
responsible,O
for,O
the,O
recent,O
bomb,O
attacks,O
.,O
Also,O
Sunday,B-DATE
",",O
more,O
than,O
2,O
",",O
000,O
Catholic,O
protesters,O
rallied,O
in,O
Portadown,O
against,O
the,O
annual,O
parades,O
by,O
the,O
Orange,O
Order,O
",",O
Northern,O
Ireland,O
',O
s,O
dominant,O
Protestant,O
fraternal,O
group,O
.,O
Confrontations,O
among,O
Catholic,O
protesters,O
",",O
Protestant,O
marchers,O
and,O
the,O
police,O
have,O
provoked,O
widespread,O
violence,O
in,O
Northern,O
Ireland,O
for,O
the,B-SET
past,I-SET
three,I-SET
summers,I-SET
.,O
The,O
crucible,O
is,O
Portadown,O
",",O
30,O
miles,O
(,O
50,O
kms,O
),O
southwest,O
of,O
Belfast,O
",",O
where,O
Orangemen,O
march,O
each,B-SET
July,I-SET
from,O
their,O
rural,O
church,O
back,O
downtown,O
_,O
through,O
the,O
town,O
',O
s,O
main,O
Catholic,O
area,O
.,O
Protesters,O
from,O
several,O
Catholic,O
communities,O
crowded,O
into,O
Portadown,O
',O
s,O
Catholic,O
Garvaghy,O
Road,O
to,O
hear,O
speakers,O
demand,O
negotiations,O
with,O
Orange,O
Order,O
leaders,O
",",O
and,O
pledge,O
to,O
participate,O
in,O
each,O
others,O
',O
road,O
-,O
blocking,O
protests,O
this,B-DATE
summer,I-DATE
.,O
``,O
Small,O
nationalist,O
communities,O
are,O
not,O
going,O
to,O
be,O
left,O
on,O
their,O
own,O
this,B-DATE
summer,I-DATE
",''",O
said,O
Gerard,O
Rice,O
",",O
a,O
former,O
IRA,O
prisoner,O
who,O
leads,O
anti,O
-,O
Orange,O
protests,O
in,O
a,O
Catholic,O
neighborhood,O
of,O
south,O
Belfast,O
.,O
Riot,O
police,O
in,O
armored,O
cars,O
",",O
shields,O
and,O
helmets,O
prevented,O
a,O
few,O
hundred,O
Protestants,O
",",O
many,O
waving,O
British,O
and,O
Ulster,O
flags,O
",",O
from,O
interfering,O
with,O
the,O
Catholics,O
as,O
they,O
marched,O
within,O
Portadown,O
',O
s,O
few,O
Catholic,O
streets,O
.,O
Earlier,B-DATE
Sunday,B-DATE
",",O
police,O
and,O
militant,O
Protestants,O
clashed,O
in,O
a,O
religiously,O
polarized,O
part,O
of,O
north,O
Belfast,O
.,O
Police,O
said,O
an,O
unmarked,O
police,O
car,O
was,O
hit,O
with,O
gasoline,O
bombs,O
from,O
the,O
Protestant,O
side,O
.,O
Riot,O
police,O
responded,O
with,O
a,O
volley,O
of,O
plastic,O
bullets,O
that,O
scattered,O
a,O
50,O
-,O
strong,O
mob,O
.,O
An,O
elderly,O
Catholic,O
man,O
was,O
hospitalized,O
from,O
cuts,O
after,O
a,O
Protestant,O
gasoline,O
bomb,O
landed,O
in,O
his,O
back,O
yard,O
.,O
Police,O
arrested,O
six,O
Protestants,O
on,O
suspicion,O
of,O
rioting,O
.,O
(,O
sp,O
/,O
eml,O
),O
