token,tag
CANBERRA,O
",",O
Australia,O
(,O
AP,O
),O
_,O
Qantas,O
will,O
almost,O
double,O
its,O
flights,O
between,O
Australia,O
and,O
India,O
by,O
August,B-DATE
in,O
the,O
search,O
for,O
new,O
markets,O
untouched,O
by,O
the,O
crippling,O
Asian,O
financial,O
crisis,O
.,O
This,O
move,O
comes,O
barely,O
a,B-DURATION
month,I-DURATION
after,O
Qantas,O
suspended,O
a,O
number,O
of,O
services,O
between,O
Australia,O
",",O
Indonesia,O
",",O
Thailand,O
and,O
Malaysia,O
in,O
the,O
wake,O
of,O
the,O
Asian,O
economic,O
crisis,O
.,O
The,O
airline,O
has,O
also,O
cut,O
all,O
flights,O
to,O
South,O
Korea,O
.,O
Qantas,O
plans,O
daily,O
flights,O
between,O
Sydney,O
and,O
Bombay,O
",",O
up,O
from,O
the,O
current,B-DATE
four,O
flights,O
a,O
week,O
",",O
to,O
boost,O
business,O
and,O
tourism,O
ties,O
with,O
India,O
",",O
the,O
airline,O
announced,O
Friday,B-DATE
.,O
In,O
a,O
joint,O
statement,O
with,O
Tourism,O
Minister,O
Andrew,O
Thomson,O
",",O
it,O
said,O
two,O
new,O
flights,O
would,O
leave,O
Bombay,O
on,O
Monday,B-SET
and,O
Tuesday,B-SET
nights,I-SET
from,O
March,B-DATE
30,I-DATE
",",O
with,O
the,O
third,O
departing,O
each,B-SET
Thursday,I-SET
from,O
August,B-DATE
6,I-DATE
.,O
This,O
will,O
add,O
nearly,O
700,O
seats,O
a,O
week,O
on,O
the,O
route,O
.,O
Thomson,O
",",O
in,O
India,O
to,O
talk,O
to,O
tourism,O
leaders,O
",",O
said,O
the,O
flights,O
would,O
provide,O
extra,O
support,O
to,O
the,O
growing,O
tourism,O
market,O
.,O
Qantas,O
',O
India,O
manager,O
Khursheed,O
Lam,O
said,O
the,O
airline,O
was,O
working,O
closely,O
with,O
the,O
Australian,O
Tourist,O
Commission,O
to,O
develop,O
greater,O
awareness,O
of,O
Australia,O
in,O
the,O
Indian,O
market,O
.,O
Qantas,O
will,O
also,O
appoint,O
a,O
Bombay,O
-,O
based,O
public,O
relations,O
consultant,O
.,O
