token,tag
WASHINGTON,O
(,O
AP,O
),O
--,O
The,O
Justice,O
Department,O
is,O
reviewing,O
whether,O
alcohol,O
-,O
related,O
driving,O
violations,O
or,O
other,O
actions,O
by,O
Elian,O
Gonzalez,O
',O
relatives,O
in,O
Miami,O
warrant,O
moving,O
the,O
6,O
-,O
year,O
-,O
old,O
boy,O
to,O
a,O
different,O
",",O
temporary,O
custodian,O
.,O
``,O
That,O
matter,O
is,O
under,O
review,O
",''",O
Deputy,O
Attorney,O
General,O
Eric,O
Holder,O
said,O
when,O
asked,O
Thursday,B-DATE
about,O
the,O
violations,O
.,O
``,O
We,O
will,O
look,O
at,O
that,O
",",O
try,O
to,O
make,O
some,O
kind,O
of,O
factual,O
determination,O
and,O
then,O
decide,O
what,O
steps,O
",",O
if,O
any,O
",",O
need,O
to,O
be,O
taken,O
.'',O
In,O
addition,O
",",O
the,O
department,O
is,O
still,O
considering,O
a,O
request,O
last,B-DATE
week,I-DATE
from,O
Elian,O
',O
s,O
father,O
in,O
Cuba,O
",",O
Juan,O
Miguel,O
Gonzalez,O
",",O
to,O
have,O
Elian,O
',O
s,O
temporary,O
custody,O
shifted,O
from,O
his,O
great,O
-,O
uncle,O
Lazaro,O
Gonzalez,O
to,O
another,O
great,O
-,O
uncle,O
",",O
Manolo,O
Gonzalez,O
.,O
Both,O
great,O
-,O
uncles,O
live,O
in,O
Miami,O
.,O
Juan,O
Miguel,O
Gonzalez,O
objected,O
to,O
the,O
media,O
access,O
to,O
Elian,O
that,O
Lazaro,O
Gonzalez,O
',O
s,O
family,O
has,O
permitted,O
and,O
to,O
the,O
treatment,O
of,O
Elian,O
by,O
psychologists,O
selected,O
by,O
Lazaro,O
Gonzalez,O
',O
s,O
family,O
.,O
Meantime,O
",",O
the,O
possibility,O
of,O
a,O
meeting,O
between,O
Attorney,O
General,O
Janet,O
Reno,O
and,O
Lazaro,O
Gonzalez,O
',O
s,O
family,O
reemerged,O
Thursday,B-DATE
.,O
Reno,O
agreed,O
to,O
a,O
meeting,O
earlier,O
this,B-DATE
week,I-DATE
",",O
only,O
to,O
have,O
Lazaro,O
Gonzalez,O
',O
s,O
family,O
withdraw,O
the,O
request,O
.,O
But,O
discussions,O
have,O
been,O
renewed,O
",",O
a,O
Justice,O
official,O
said,O
Thursday,B-DATE
.,O
Later,O
Thursday,B-DATE
",",O
two,O
of,O
Elian,O
',O
s,O
Miami,O
cousins,O
sought,O
support,O
on,O
Capitol,O
Hill,O
for,O
legislation,O
that,O
would,O
help,O
keep,O
the,O
boy,O
in,O
America,O
.,O
One,O
of,O
them,O
",",O
Marisleysis,O
Gonzalez,O
",",O
told,O
a,O
news,O
conference,O
that,O
reports,O
of,O
alcohol,O
-,O
related,O
violations,O
by,O
relatives,O
should,O
not,O
have,O
bearing,O
on,O
the,O
custody,O
case,O
.,O
``,O
We,O
',O
re,O
doing,O
what,O
',O
s,O
in,O
Elian,O
',O
s,O
best,O
interest,O
.,O
My,O
family,O
is,O
a,O
very,O
close,O
family,O
",''",O
she,O
said,O
.,O
Another,O
cousin,O
",",O
Georgina,O
Cid,O
",",O
said,O
Elian,O
',O
s,O
father,O
had,O
intended,O
to,O
flee,O
Cuba,O
himself,O
",",O
but,O
was,O
being,O
coerced,O
by,O
the,O
Castro,O
government,O
to,O
stay,O
and,O
make,O
certain,O
statements,O
.,O
``,O
He,O
wanted,O
to,O
reunite,O
with,O
his,O
son,O
--,O
but,O
not,O
in,O
Cuba,O
",''",O
Cid,O
said,O
.,O
She,O
said,O
she,O
and,O
other,O
family,O
members,O
had,O
spoken,O
to,O
Elian,O
',O
s,O
father,O
by,O
phone,O
both,O
before,O
and,O
after,O
the,O
mother,O
perished,O
.,O
The,O
father,O
',O
s,O
response,O
when,O
learning,O
that,O
his,O
boy,O
was,O
safe,O
in,O
Miami,O
was,O
``,O
take,O
care,O
of,O
him,O
until,O
I,O
can,O
go,O
",",O
meaning,O
go,O
to,O
the,O
United,O
States,O
",''",O
Cid,O
said,O
.,O
A,O
group,O
of,O
Florida,O
lawmakers,O
introduced,O
legislation,O
this,B-DATE
month,I-DATE
to,O
grant,O
Elian,O
American,O
citizenship,O
",",O
which,O
would,O
take,O
the,O
decision,O
about,O
Elian,O
',O
s,O
future,B-DATE
away,O
from,O
INS,O
and,O
give,O
it,O
to,O
a,O
Florida,O
family,O
court,O
.,O
Support,O
for,O
the,O
bill,O
has,O
been,O
waning,O
.,O
Reno,O
has,O
already,O
met,O
with,O
Lazaro,O
Gonzalez,O
',O
s,O
lawyer,O
and,O
a,O
Catholic,O
nun,O
from,O
Miami,O
who,O
oppose,O
his,O
return,O
to,O
Cuba,O
",",O
as,O
well,O
as,O
with,O
Elian,O
',O
s,O
two,O
grandmothers,O
from,O
Cuba,O
",",O
who,O
want,O
him,O
returned,O
.,O
In,O
Havana,O
",",O
Elian,O
',O
s,O
father,O
joined,O
President,O
Fidel,O
Castro,O
on,O
Thursday,B-DATE
in,O
a,O
packed,O
auditorium,O
in,O
what,O
has,O
become,O
a,O
daily,B-SET
public,O
rally,O
to,O
press,O
for,O
the,O
boy,O
',O
s,O
return,O
.,O
Speaker,O
after,O
speaker,O
denounced,O
the,O
United,O
States,O
and,O
extolled,O
the,O
virtues,O
of,O
Cuba,O
',O
s,O
communist,O
revolution,O
.,O
A,O
Justice,O
official,O
",",O
who,O
requested,O
anonymity,O
",",O
said,O
the,O
department,O
has,O
authority,O
",",O
if,O
necessary,O
",",O
to,O
shift,O
temporary,O
custody,O
to,O
someone,O
other,O
than,O
Lazaro,O
Gonzalez,O
.,O
The,O
boy,O
was,O
placed,O
in,O
his,O
care,O
after,O
being,O
found,O
clinging,O
to,O
