token,tag
Thousands,O
of,O
people,O
in,O
Germany,O
have,O
been,O
demonstrating,O
today,B-DATE
against,O
the,O
high,O
level,O
of,O
unemployment,O
in,O
the,O
country,O
.,O
Latest,O
figures,O
show,O
a,O
sharp,O
rise,O
",",O
with,O
nearly,O
five,O
million,O
Germans,O
out,O
of,O
work,O
.,O
Caroline,O
Wyatt,O
reports,O
.,O
Chanting,O
Helmut,O
Kohl,O
must,O
go,O
the,O
unemployed,O
took,O
to,O
the,O
streets,O
of,O
the,O
German,O
capital,O
",",O
Berlin,O
",",O
mirroring,O
protests,O
around,O
the,O
country,O
.,O
Joblessness,O
is,O
now,B-DATE
at,O
its,O
highest,O
level,O
in,O
Germany,O
since,O
the,O
second,O
world,O
war,O
.,O
With,O
the,O
general,O
election,O
due,O
this,B-DATE
September,I-DATE
",",O
record,O
figures,O
couldn,O
',O
t,O
have,O
come,O
at,O
a,O
worst,O
time,O
for,O
Chancellor,O
Kohl,O
.,O
His,O
promise,O
to,O
half,O
unemployment,O
by,O
the,B-DATE
year,I-DATE
two,I-DATE
thousand,I-DATE
has,O
now,B-DATE
been,O
abandoned,O
.,O
And,O
the,O
German,O
electorate,O
appears,O
increasingly,O
eager,O
to,O
dispense,O
with,O
the,O
services,O
of,O
Europe,O
',O
s,O
longest,O
serving,O
leader,O
.,O
Caroline,O
Wyatt,O
",",O
BBC,O
news,O
",",O
Bonn,O
.,O
