token,tag
N,O
.,O
V,O
.,O
DSM,O
said,O
net,O
income,O
in,O
the,B-DATE
third,I-DATE
quarter,I-DATE
jumped,O
63,O
%,O
as,O
the,O
company,O
had,O
substantially,O
lower,O
extraordinary,O
charges,O
to,O
account,O
for,O
a,O
restructuring,O
program,O
.,O
The,O
Dutch,O
chemical,O
group,O
said,O
net,O
income,O
gained,O
to,O
235,O
million,O
guilders,O
($,O
113,O
.,O
2,O
million,O
"),",O
or,O
6,O
.,O
70,O
guilders,O
a,O
share,O
",",O
from,O
144,O
million,O
guilders,O
",",O
or,O
4,O
.,O
10,O
guilders,O
a,O
share,O
",",O
a,B-DATE
year,I-DATE
ago,I-DATE
.,O
The,O
32,O
%,O
state,O
-,O
owned,O
DSM,O
had,O
eight,O
million,O
guilders,O
of,O
extraordinary,O
charges,O
in,O
the,B-DATE
latest,I-DATE
quarter,I-DATE
",",O
mainly,O
to,O
reflect,O
one,O
-,O
time,O
losses,O
in,O
connection,O
with,O
the,O
disposal,O
of,O
some,O
operations,O
.,O
The,O
charges,O
were,O
offset,O
in,O
part,O
by,O
a,O
gain,O
from,O
the,O
sale,O
of,O
the,O
company,O
',O
s,O
construction,O
division,O
.,O
Last,B-DATE
year,I-DATE
",",O
DSM,O
had,O
71,O
million,O
guilders,O
of,O
extraordinary,O
charges,O
for,O
the,O
restructuring,O
program,O
and,O
other,O
transactions,O
.,O
The,O
earnings,O
growth,O
also,O
was,O
fueled,O
by,O
the,O
company,O
',O
s,O
ability,O
to,O
cut,O
net,O
financing,O
spending,O
by,O
half,O
to,O
around,O
15,O
million,O
guilders,O
.,O
Also,O
",",O
substantially,O
lower,O
Dutch,O
corporate,O
tax,O
rates,O
helped,O
the,O
company,O
keep,O
its,O
tax,O
outlay,O
flat,O
relative,O
to,O
earnings,O
growth,O
",",O
the,O
company,O
added,O
.,O
Sales,O
",",O
however,O
",",O
were,O
little,O
changed,O
at,O
2,O
.,O
46,O
billion,O
guilders,O
",",O
compared,O
with,O
2,O
.,O
42,O
billion,O
guilders,O
.,O
