token,tag
CAGUAS,O
",",O
Puerto,O
Rico,O
(,O
AP,O
),O
_,O
Kidnappers,O
kept,O
their,O
promise,O
to,O
kill,O
a,O
store,O
owner,O
they,O
took,O
hostage,O
and,O
police,O
found,O
the,O
man,O
',O
s,O
dismembered,O
and,O
decapitated,O
body,O
Friday,B-DATE
wrapped,O
in,O
plastic,O
garbage,O
bags,O
.,O
Police,O
confirmed,O
Friday,B-DATE
that,O
the,O
body,O
found,O
along,O
a,O
highway,O
in,O
this,O
municipality,O
15,O
miles,O
south,O
of,O
San,O
Juan,O
belonged,O
to,O
Jorge,O
Hernandez,O
",",O
49,O
.,O
Hernandez,O
was,O
kidnapped,O
from,O
his,O
small,O
",",O
neighborhood,O
store,O
in,O
the,O
town,O
of,O
Trujillo,O
Alto,O
at,O
10,B-TIME
p,I-TIME
.,I-TIME
m,I-TIME
.,I-TIME
Wednesday,I-TIME
",",O
police,O
said,O
.,O
His,O
kidnappers,O
demanded,O
a,O
ransom,O
of,O
dlrs,O
1,O
million,O
",",O
but,O
negotiations,O
broke,O
off,O
at,O
noon,B-TIME
Thursday,I-TIME
.,O
Police,O
gave,O
no,O
details,O
about,O
the,O
negotiations,O
with,O
the,O
kidnappers,O
for,O
the,O
return,O
of,O
Hernandez,O
.,O
The,O
store,O
owner,O
',O
s,O
body,O
was,O
found,O
with,O
the,O
arms,O
and,O
head,O
cut,O
off,O
and,O
the,O
parts,O
stuffed,O
in,O
separate,O
garbage,O
bags,O
.,O
A,O
passerby,O
called,O
police,O
to,O
report,O
the,O
body,O
alongside,O
the,O
road,O
.,O
Puerto,O
Rico,O
Police,O
Superintendent,O
Pedro,O
Toledo,O
urged,O
people,O
who,O
might,O
be,O
targeted,O
by,O
kidnappers,O
to,O
be,O
alert,O
.,O
``,O
There,O
has,O
been,O
an,O
increase,O
in,O
Puerto,O
Rico,O
in,O
this,O
kind,O
of,O
thing,O
and,O
some,O
of,O
these,O
bands,O
of,O
kidnappers,O
are,O
made,O
up,O
of,O
foreigners,O
",''",O
Toledo,O
said,O
.,O
While,O
some,O
Latin,O
American,O
countries,O
such,O
as,O
Mexico,O
and,O
Colombia,O
have,O
suffered,O
from,O
a,O
rash,O
of,O
kidnappings,O
in,O
recent,B-DURATION
years,I-DURATION
",",O
the,O
crime,O
has,O
not,O
been,O
common,O
in,O
this,O
U,O
.,O
S,O
.,O
commonwealth,O
.,O
