Good,O,
evening,O,
from,O,
the,O,
central,O,
park,O,
in,O,
downtown,O,
Havana,O,
.,O,
We,O,
are,O,
here,O,
this,B-DATE,
week,I-DATE,
to,O,
witness,O,
the,O,
rendezvous,O,
that,O,
Fidel,O,
Castro,O,
and,O,
the,O,
Pope,O,
are,O,
having,O,
with,O,
history,O,
.,O,
We,O,
are,O,
here,O,
because,O,
what,O,
happens,O,
on,O,
this,O,
island,O,
will,O,
also,O,
have,O,
an,O,
impact,O,
on,O,
the,O,
United,O,
States,O,
.,O,
Everything,O,
that,O,
happens,O,
in,O,
Cuba,O,
gets,O,
America,O,
',O,
s,O,
attention,O,
.,O,
Incidentally,O,
",",O,
we,O,
just,O,
show,O,
up,O,
to,O,
do,O,
the,O,
broadcast,O,
",",O,
and,O,
Cubans,O,
want,O,
to,O,
know,O,
what,O,
we,O,
',O,
re,O,
going,O,
to,O,
tell,O,
Americans,O,
",",O,
in,O,
many,O,
cases,O,
",",O,
what,O,
their,O,
relatives,O,
in,O,
the,O,
United,O,
States,O,
are,O,
going,O,
to,O,
hear,O,
.,O,
Well,O,
",",O,
this,O,
is,O,
the,O,
eve,O,
of,O,
the,O,
Pope,O,
',O,
s,O,
visit,O,
to,O,
one,O,
of,O,
the,O,
last,O,
bastions,O,
of,O,
Communism,O,
anywhere,O,
in,O,
the,O,
world,O,
",",O,
and,O,
it,O,
is,O,
already,O,
causing,O,
enormous,O,
expectations,O,
.,O,
In,O,
Revolution,O,
Square,O,
",",O,
they,O,
put,O,
up,O,
a,O,
giant,O,
cross,O,
today,B-DATE,
.,O,
And,O,
right,O,
across,O,
from,O,
the,O,
Cuban,O,
revolutionary,O,
icon,O,
Che,O,
Guevara,O,
",",O,
they,O,
now,B-DATE,
have,O,
a,O,
giant,O,
portrait,O,
of,O,
Jesus,O,
.,O,
Above,O,
it,O,
in,O,
Spanish,O,
",",O,
Jesus,O,
",",O,
in,O,
you,O,
we,O,
believe,O,
.,O,
Not,O,
all,O,
Cubans,O,
believe,O,
",",O,
but,O,
Castro,O,
has,O,
invited,O,
everyone,O,
to,O,
welcome,O,
the,O,
man,O,
who,O,
has,O,
been,O,
one,O,
of,O,
Communism,O,
',O,
s,O,
most,O,
effective,O,
adversaries,O,
",",O,
and,O,
that,O,
',O,
s,O,
why,O,
there,O,
is,O,
suspense,O,
.,O,
Everyone,O,
appears,O,
to,O,
believe,O,
that,O,
somehow,O,
Cuba,O,
is,O,
going,O,
to,O,
change,O,
.,O,
Castro,O,
has,O,
said,O,
officially,O,
that,O,
it,O,
',O,
s,O,
okay,O,
to,O,
be,O,
enthusiastic,O,
.,O,
And,O,
so,O,
",",O,
people,O,
are,O,
increasingly,O,
enthusiastic,O,
by,O,
today,B-DATE,
",",O,
Cuban,O,
television,O,
",",O,
which,O,
clings,O,
to,O,
the,O,
Communist,O,
Party,O,
line,O,
",",O,
actually,O,
began,O,
to,O,
promote,O,
its,O,
papal,O,
coverage,O,
.,O,
Today,B-DATE,
",",O,
hundreds,O,
of,O,
people,O,
from,O,
the,O,
US,O,
began,O,
to,O,
arrive,O,
",",O,
including,O,
some,O,
Cuban,O,
Americans,O,
who,O,
left,O,
here,O,
when,O,
Castro,O,
came,O,
to,O,
power,O,
and,O,
are,O,
returning,O,
to,O,
Havana,O,
for,O,
the,O,
first,O,
time,O,
.,O,
The,O,
Pope,O,
',O,
s,O,
visit,O,
is,O,
important,O,
",",O,
but,O,
they,O,
are,O,
also,O,
coming,O,
home,O,
.,O,
This,O,
is,O,
quite,O,
an,O,
extraordinary,O,
story,O,
unfolding,O,
here,O,
.,O,
We,O,
',O,
ll,O,
come,O,
back,O,
to,O,
Havana,O,
later,O,
in,O,
the,O,
broadcast,O,
.,O,
But,O,
now,B-DATE,
we,O,
',O,
re,O,
going,O,
to,O,
go,O,
back,O,
to,O,
New,O,
York,O,
",",O,
where,O,
Diane,O,
Sawyer,O,
has,O,
the,O,
rest,O,
of,O,
the,O,
news,O,
.,O,
Diane,O,
?,O,
