token,tag
While,O
the,O
expansion,O
of,O
the,O
Internet,O
has,O
been,O
a,O
blessing,O
for,O
researchers,O
",",O
students,O
and,O
the,O
just,O
plain,O
curious,O
",",O
the,O
new,O
opportunities,O
mentioned,O
by,O
Mr,O
.,O
Gates,O
are,O
also,O
being,O
used,O
by,O
some,O
rather,O
unsavory,O
characters,O
.,O
A,O
new,O
report,O
says,O
there,O
has,O
been,O
a,O
dramatic,O
rise,O
in,O
the,O
growth,O
of,O
hate,O
groups,O
in,O
the,O
United,O
States,O
over,O
the,B-DATE
past,I-DATE
year,I-DATE
.,O
And,O
many,O
of,O
them,O
are,O
using,O
the,O
Internet,O
to,O
spread,O
their,O
messages,O
of,O
racial,O
superiority,O
.,O
VOA,O
',O
s,O
Jim,O
Teple,O
has,O
details,O
from,O
our,O
southeast,O
news,O
bureau,O
.,O
The,O
Southern,O
Poverty,O
Law,O
Center,O
",",O
a,O
civil,O
rights,O
monitoring,O
group,O
based,O
in,O
Montgomery,O
",",O
Alabama,O
",",O
has,O
long,O
monitored,O
such,O
groups,O
as,O
the,O
Ku,O
Klux,O
Klan,O
.,O
More,B-DATE
recently,I-DATE
it,O
has,O
followed,O
the,O
growth,O
of,O
the,O
militia,O
movement,O
and,O
church,O
groups,O
that,O
preach,O
a,O
message,O
of,O
white,O
supremacy,O
and,O
anti,O
-,O
semitism,O
.,O
The,O
new,O
study,O
written,O
by,O
Mark,O
Potach,O
",",O
who,O
edits,O
the,O
Southern,O
Poverty,O
Law,O
Center,O
',O
s,O
Intelligence,O
Report,O
",",O
warns,O
that,O
such,O
groups,O
grew,O
rapidly,O
last,B-DATE
year,I-DATE
",",O
mostly,O
by,O
recruiting,O
younger,O
members,O
.,O
Mr,O
.,O
Potach,O
says,O
the,O
growth,O
is,O
surprising,O
since,O
membership,O
in,O
hate,O
groups,O
usually,O
declines,O
during,O
periods,O
of,O
economic,O
prosperity,O
.,O
We,O
in,O
fact,O
have,O
seen,O
hate,O
group,O
numbers,O
dropping,O
through,O
the,B-DATE
nineties,I-DATE
",",O
uh,O
but,O
this,B-DATE
year,I-DATE
they,O
jumped,O
up,O
uh,O
twenty,O
percent,O
",",O
quite,O
a,O
dramatic,O
rise,O
.,O
Mark,O
Potach,O
says,O
over,O
four,O
hundred,O
hate,O
groups,O
have,O
been,O
identified,O
and,O
many,O
are,O
becoming,O
increasingly,O
successful,O
at,O
recruiting,O
younger,O
members,O
through,O
the,O
use,O
of,O
Internet,O
web,O
pages,O
and,O
the,O
promotion,O
of,O
racist,O
rock,O
music,O
.,O
The,O
Internet,O
has,O
certainly,O
helped,O
uh,O
hate,O
mongers,O
to,O
organize,O
and,O
uh,O
to,O
feel,O
that,O
they,O
are,O
part,O
of,O
a,O
larger,O
community,O
",",O
even,O
if,O
uh,O
they,O
are,O
essentially,O
uh,O
",",O
you,O
know,O
",",O
angry,O
people,O
sitting,O
in,O
their,O
bedrooms,O
uh,O
all,O
alone,O
.,O
Uh,O
",",O
in,O
addition,O
",",O
white,O
power,O
racist,O
music,O
has,O
become,O
uh,O
quite,O
popular,O
in,O
certain,O
sectors,O
.,O
Uh,O
",",O
there,O
are,O
over,O
fifty,O
thousand,O
CDs,O
a,B-SET
year,I-SET
sold,O
with,O
uh,O
lyrics,O
that,O
are,O
quite,O
uh,O
unbelievable,O
.,O
Many,O
of,O
these,O
new,O
members,O
are,O
joining,O
chapters,O
of,O
the,O
so,O
called,O
Christian,O
Identity,O
Movement,O
which,O
cites,O
Biblical,O
scripture,O
as,O
a,O
foundation,O
for,O
a,O
belief,O
in,O
white,O
supremacy,O
and,O
anti,O
-,O
semitism,O
.,O
Mark,O
Potach,O
says,O
such,O
members,O
are,O
also,O
intensely,O
attracted,O
to,O
apocalyptical,O
fantasies,O
.,O
The,O
approach,O
of,O
the,B-DATE
year,I-DATE
two,I-DATE
thousand,I-DATE
has,O
many,O
of,O
these,O
groups,O
in,O
a,O
kind,O
of,O
millennial,O
frenzy,O
.,O
Uh,O
",",O
uh,O
a,O
-,O
they,O
believe,O
",",O
or,O
at,O
least,O
many,O
of,O
them,O
believe,O
",",O
uh,O
that,O
they,O
are,O
approaching,O
the,O
Battle,O
of,O
Armageddon,O
in,O
which,O
they,O
will,O
be,O
pitted,O
against,O
the,O
uh,O
kind,O
of,O
Satanic,O
forces,O
trying,O
to,O
take,O
over,O
the,O
world,O
.,O
Mr,O
.,O
Potach,O
notes,O
older,O
",",O
more,O
traditional,O
groups,O
like,O
the,O
Ku,O
Klux,O
Klan,O
are,O
also,O
opening,O
new,O
chapters,O
",",O
thanks,O
in,O
part,O
to,O
their,O
ability,O
to,O
use,O
new,O
technologies,O
like,O
the,O
Internet,O
.,O
The,O
Federal,O
Bureau,O
of,O
Investigation,O
says,O
it,O
received,O
more,O
than,O
eight,O
thousand,O
reports,O
of,O
hate,O
group,O
crimes,O
last,B-DATE
year,I-DATE
.,O
Law,O
enforcement,O
authorities,O
say,O
such,O
reports,O
are,O
likely,O
to,O
increase,O
as,O
police,O
departments,O
are,O
now,B-DATE
beginning,O
to,O
more,O
accurately,O
report,O
hate,O
crimes,O
than,O
they,O
have,O
in,O
the,B-DATE
past,I-DATE
.,O
Jim,O
Teple,O
",",O
VOA,O
News,O
",",O
Miami,O
.,O
