token,tag
WARSAW,O
",",O
Poland,O
(,O
AP,O
),O
_,O
Poland,O
",",O
Hungary,O
and,O
the,O
Czech,O
Republic,O
can,O
now,O
participate,O
in,O
NATO,O
strategy,O
planning,O
",",O
because,O
all,O
NATO,O
member,O
states,O
have,O
approved,O
their,O
joining,O
the,O
alliance,O
",",O
German,O
defense,O
minister,O
Rudolf,O
Scharping,O
said,O
Saturday,B-DATE
.,O
The,O
Netherlands,O
early,B-DATE
this,I-DATE
week,I-DATE
became,O
the,O
last,O
country,O
to,O
ratify,O
NATO,O
expansion,O
to,O
include,O
the,O
three,O
former,O
Warsaw,O
Pact,O
nations,O
.,O
The,O
three,O
are,O
expected,O
to,O
join,O
in,O
April,B-DATE
",",O
as,O
part,O
of,O
marking,O
NATO,O
',O
s,O
50th,O
anniversary,O
.,O
With,O
their,O
membership,O
secure,O
",",O
they,O
also,O
can,O
participate,O
in,O
planning,O
for,O
the,O
NATO,O
summit,O
in,O
April,B-DATE
.,O
Scharping,O
",",O
ending,O
a,O
two,B-DURATION
-,I-DURATION
day,I-DURATION
visit,O
",",O
said,O
Poland,O
was,O
well,O
prepared,O
to,O
join,O
the,O
alliance,O
.,O
Germany,O
has,O
been,O
a,O
strong,O
advocate,O
of,O
Poland,O
',O
s,O
access,O
to,O
NATO,O
",",O
saying,O
it,O
will,O
serve,O
European,O
security,O
and,O
stability,O
.,O
