token,tag
THE,O
HAGUE,O
",",O
Netherlands,O
(,O
AP,O
),O
_,O
The,O
World,O
Court,O
Friday,B-DATE
rejected,O
U,O
.,O
S,O
.,O
and,O
British,O
objections,O
to,O
a,O
Libyan,O
World,O
Court,O
case,O
that,O
has,O
blocked,O
the,O
trial,O
of,O
two,O
Libyans,O
suspected,O
of,O
blowing,O
up,O
a,O
Pan,O
Am,O
jumbo,O
jet,O
over,O
Scotland,O
in,O
1988,B-DATE
.,O
Libya,O
",",O
which,O
brought,O
the,O
case,O
to,O
the,O
United,O
Nations,O
',O
highest,O
judicial,O
body,O
in,O
its,O
dispute,O
with,O
the,O
United,O
States,O
and,O
Britain,O
",",O
hailed,O
the,O
ruling,O
and,O
said,O
it,O
would,O
press,O
anew,O
for,O
a,O
trial,O
in,O
a,O
third,O
neutral,O
country,O
.,O
Both,O
U,O
.,O
S,O
.,O
and,O
British,O
officials,O
filed,O
objections,O
to,O
the,O
court,O
',O
s,O
jurisdiction,O
in,O
1995,B-DATE
",",O
claiming,O
Security,O
Council,O
resolutions,O
imposed,O
on,O
Lybia,O
to,O
force,O
the,O
suspects,O
',O
extradition,O
overruled,O
a,O
1971,B-DATE
Convention,O
which,O
gives,O
Libya,O
the,O
right,O
to,O
try,O
the,O
men,O
.,O
The,O
decision,O
",",O
3rd,O
graf,O
pvs,O
.,O
