token,tag
MIAMI,O
_,O
The,O
angry,O
crowd,O
rushed,O
at,O
Manuel,O
Gonzalez,O
as,O
he,O
stepped,O
out,O
of,O
Miami,O
',O
s,O
federal,O
courthouse,O
",",O
shaking,O
fists,O
at,O
him,O
and,O
shouting,O
in,O
Spanish,O
",",O
``,O
communista,O
'',O
and,O
``,O
traitor,O
.'',O
But,O
the,O
great,O
-,O
uncle,O
of,O
6,O
-,O
year,O
-,O
old,O
shipwreck,O
survivor,O
rafter,O
Elian,O
Gonzalez,O
only,O
ducked,O
his,O
head,O
and,O
walked,O
faster,O
.,O
In,O
a,O
drama,O
that,O
has,O
divided,O
his,O
once,O
close,O
-,O
knit,O
family,O
and,O
may,O
finally,O
be,O
resolved,O
in,O
a,O
court,O
hearing,O
the,B-DATE
week,I-DATE
of,I-DATE
March,I-DATE
6,I-DATE
",",O
Manuel,O
Gonzalez,O
",",O
59,O
",",O
a,O
soft,O
-,O
spoken,O
bus,O
mechanic,O
",",O
has,O
remained,O
largely,O
out,O
of,O
the,O
glare,O
of,O
television,O
lights,O
.,O
Until,O
this,B-DATE
week,I-DATE
.,O
He,O
was,O
thrust,O
into,O
the,O
middle,O
of,O
the,O
swirling,O
Gonzalez,O
family,O
saga,O
when,O
Elian,O
',O
s,O
father,O
",",O
Juan,O
Miguel,O
",",O
sent,O
a,O
letter,O
to,O
U,O
.,O
S,O
.,O
Attorney,O
Janet,O
Reno,O
asking,O
that,O
his,O
son,O
be,O
moved,O
to,O
Manuel,O
Gonzalez,O
',O
s,O
home,O
.,O
Alone,O
among,O
his,O
two,O
brothers,O
and,O
two,O
sisters,O
who,O
have,O
fled,O
Cuba,O
for,O
Miami,O
",",O
Manuel,O
Gonzalez,O
believes,O
Elian,O
should,O
go,O
back,O
to,O
Cuba,O
to,O
live,O
with,O
his,O
father,O
.,O
Reno,O
denied,O
the,O
request,O
",",O
but,O
Manuel,O
Gonzalez,O
didn,O
',O
t,O
back,O
down,O
.,O
In,O
a,O
town,O
where,O
expressing,O
even,O
the,O
slightest,O
approval,O
for,O
Cuban,O
President,O
Fidel,O
Castro,O
can,O
prompt,O
threats,O
of,O
physical,O
harm,O
",",O
Manuel,O
Gonzalez,O
filed,O
a,O
motion,O
in,O
federal,O
court,O
asking,O
for,O
custody,O
of,O
Elian,O
so,O
that,O
he,O
could,O
help,O
reunite,O
the,O
boy,O
with,O
his,O
father,O
in,O
Cuba,O
.,O
It,O
was,O
a,O
move,O
that,O
many,O
see,O
as,O
courageous,O
and,O
principled,O
",",O
but,O
others,O
fear,O
may,O
be,O
foolhardy,O
.,O
``,O
I,O
have,O
lost,O
a,O
son,O
",''",O
Gonzalez,O
told,O
reporters,O
later,O
",",O
referring,O
to,O
his,O
own,O
son,O
',O
s,O
death,O
due,O
to,O
cancer,O
.,O
``,O
I,O
am,O
supporting,O
Juan,O
Miguel,O
because,O
I,O
know,O
what,O
it,O
is,O
to,O
lose,O
a,O
son,O
.,O
Elian,O
should,O
be,O
with,O
his,O
father,O
.'',O
His,O
sincerity,O
didn,O
',O
t,O
stop,O
the,O
talk,O
on,O
Little,O
Havana,O
',O
s,O
streets,O
or,O
on,O
Miami,O
',O
s,O
ubiquitous,O
Spanish,O
-,O
language,O
radio,O
stations,O
",",O
which,O
buzzed,O
with,O
callers,O
lambasting,O
Gonzalez,O
for,O
playing,O
into,O
the,O
hands,O
of,O
a,O
tyrant,O
.,O
A,O
day,O
after,O
he,O
was,O
hounded,O
on,O
the,O
steps,O
of,O
the,O
federal,O
courthouse,O
",",O
Manuel,O
Gonzalez,O
wouldn,O
',O
t,O
come,O
to,O
the,O
door,O
of,O
his,O
modest,O
home,O
in,O
Miami,O
',O
s,O
Little,O
Havana,O
.,O
``,O
He,O
must,O
go,O
to,O
work,O
",''",O
said,O
his,O
daughter,O
",",O
Rosa,O
",",O
who,O
said,O
Gonzalez,O
would,O
prefer,O
not,O
to,O
talk,O
about,O
the,O
issue,O
.,O
``,O
There,O
has,O
been,O
a,O
lot,O
of,O
pressure,O
",",O
and,O
he,O
feels,O
this,O
is,O
a,O
family,O
affair,O
.'',O
After,O
weeks,O
of,O
high,O
-,O
profile,O
public,O
sparring,O
_,O
with,O
charges,O
of,O
abuse,O
",",O
spying,O
and,O
treachery,O
flying,O
back,O
and,O
forth,O
across,O
the,O
Florida,O
Straits,O
_,O
it,O
would,O
seem,O
the,O
chances,O
are,O
slim,O
that,O
the,O
Gonzalez,O
family,O
could,O
ever,O
heal,O
the,O
wounds,O
created,O
by,O
the,O
Elian,O
saga,O
.,O
But,O
the,O
family,O
has,O
overcome,O
steep,O
obstacles,O
before,O
.,O
Long,O
before,O
Elian,O
thrust,O
them,O
into,O
the,O
unrelenting,O
glare,O
of,O
the,O
international,O
spotlight,O
",",O
the,O
Gonzalez,O
clan,O
was,O
a,O
typical,O
example,O
of,O
the,O
conflicts,O
and,O
painful,O
separations,O
wrought,O
by,O
the,O
Cuban,O
revolution,O
.,O
Of,O
the,O
nine,O
brothers,O
and,O
sisters,O
of,O
Manuel,O
',O
s,O
generation,O
",",O
five,O
have,O
come,O
to,O
Miami,O
",",O
while,O
three,O
remain,O
in,O
Cuba,O
and,O
one,O
has,O
passed,O
away,O
.,O
According,O
to,O
press,O
reports,O
",",O
Caridad,O
Gonzalez,O
",",O
the,O
oldest,O
sister,O
",",O
was,O
the,O
first,O
to,O
come,O
to,O
the,O
United,O
States,O
",",O
arriving,O
in,O
1966,B-DATE
.,O
Her,O
brother,O
Delfin,O
",",O
who,O
was,O
imprisoned,O
as,O
an,O
anti,O
-,O
Castro,O
activist,O
in,O
the,O
1960s,B-DATE
",",O
followed,O
in,O
1979,B-DATE
.,O
Then,O
came,O
another,O
sister,O
",",O
Georgina,O
",",O
in,O
1983,B-DATE
",",O
followed,O
by,O
Manuel,O
and,O
Lazaro,O
in,O
1984,B-DATE
.,O
Of,O
those,O
who,O
stayed,O
in,O
Cuba,O
",",O
Juan,O
Miguel,O
',O
s,O
father,O
",",O
Juan,O
Gonzalez,O
",",O
seems,O
the,O
most,O
closely,O
allied,O
with,O
the,O
Cuban,O
government,O
.,O
He,O
worked,O
as,O
a,O
police,O
officer,O
in,O
a,O
Cuban,O
ministry,O
",",O
a,O
position,O
that,O
probably,O
helped,O
his,O
son,O
_,O
Elian,O
',O
s,O
father,O
_,O
get,O
a,O
job,O
in,O
the,O
Communist,O
island,O
',O
s,O
increasingly,O
lucrative,O
tourism,O
industry,O
.,O
The,O
family,O
',O
s,O
experience,O
is,O
like,O
that,O
of,O
thousands,O
of,O
others,O
now,B-DATE
split,O
between,O
Miami,O
and,O
Cuba,O
",",O
said,O
Damien,O
Fernandez,O
",",O
a,O
Cuban,O
-,O
American,O
political,O
scientist,O
at,O
Florida,O
International,O
University,O
.,O
``,O
Cubans,O
value,O
their,O
families,O
above,O
almost,O
anything,O
",",O
but,O
the,O
post,B-DATE
-,I-DATE
1959,I-DATE
politics,O
have,O
managed,O
to,O
split,O
thousands,O
of,O
families,O
apart,O
",''",O
he,O
said,O
.,O
For,O
decades,O
",",O
Cuban,O
Americans,O
in,O
Miami,O
were,O
largely,O
cut,O
off,O
from,O
the,O
families,O
they,O
left,O
behind,O
.,O
Labeled,O
``,O
worms,O
'',O
and,O
``,O
traitors,O
'',O
by,O
Castro,O
",",O
many,O
weren,O
',O
t,O
able,O
to,O
speak,O
to,O
_,O
much,O
less,O
visit,O
_,O
their,O
relatives,O
for,O
years,B-DURATION
.,O
The,O
situation,O
began,O
to,O
relax,O
in,O
the,O
early,B-DATE
1990s,I-DATE
",",O
with,O
the,O
crisis,O
triggered,O
by,O
the,O
end,O
of,O
the,O
former,O
Soviet,O
Union,O
',O
s,O
subsidies,O
.,O
In,O
desperate,O
need,O
of,O
hard,O
currency,O
",",O
Castro,O
relaxed,O
travel,O
restrictions,O
and,O
allowed,O
Cubans,O
to,O
have,O
U,O
.,O
S,O
.,O
dollars,O
",",O
triggering,O
a,O
trickle,O
of,O
cash,O
from,O
Miami,O
that,O
soon,O
became,O
a,O
flood,O
.,O
By,O
some,O
estimates,O
",",O
