token,tag
Iraq,O
',O
s,O
Saddam,O
Hussein,O
",",O
facing,O
U,O
.,O
S,O
.,O
and,O
Arab,O
troops,O
at,O
the,O
Saudi,O
border,O
",",O
today,B-DATE
sought,O
peace,O
on,O
another,O
front,O
by,O
promising,O
to,O
withdraw,O
from,O
Iranian,O
territory,O
and,O
release,O
soldiers,O
captured,O
during,O
the,O
Iran,O
-,O
Iraq,O
war,O
.,O
Also,O
today,B-DATE
",",O
King,O
Hussein,O
of,O
Jordan,O
arrived,O
in,O
Washington,O
seeking,O
to,O
mediate,O
the,O
Persian,O
Gulf,O
crisis,O
.,O
President,O
Bush,O
on,O
Tuesday,B-DATE
said,O
the,O
United,O
States,O
may,O
extend,O
its,O
naval,O
quarantine,O
to,O
Jordan,O
',O
s,O
Red,O
Sea,O
port,O
of,O
Aqaba,O
to,O
shut,O
off,O
Iraq,O
',O
s,O
last,O
unhindered,O
trade,O
route,O
.,O
In,O
another,O
mediation,O
effort,O
",",O
the,O
Soviet,O
Union,O
said,O
today,B-DATE
it,O
had,O
sent,O
an,O
envoy,O
to,O
the,O
Middle,O
East,O
on,O
a,O
series,O
of,O
stops,O
to,O
include,O
Baghdad,O
.,O
Soviet,O
officials,O
also,O
said,O
Soviet,O
women,O
",",O
children,O
and,O
invalids,O
would,O
be,O
allowed,O
to,O
leave,O
Iraq,O
.,O
President,O
Bush,O
today,B-DATE
denounced,O
Saddam,O
',O
s,O
``,O
ruinous,O
policies,O
of,O
war,O
",''",O
and,O
said,O
the,O
United,O
States,O
is,O
``,O
striking,O
a,O
blow,O
for,O
the,O
principle,O
that,O
might,O
does,O
not,O
make,O
right,O
.'',O
In,O
a,O
speech,O
delivered,O
at,O
the,O
Pentagon,O
",",O
Bush,O
seemed,O
to,O
suggest,O
that,O
American,O
forces,O
could,O
be,O
in,O
the,O
gulf,O
region,O
for,O
some,B-DURATION
time,I-DURATION
.,O
``,O
No,O
one,O
should,O
doubt,O
our,O
staying,O
power,O
or,O
determination,O
",''",O
he,O
said,O
.,O
The,O
U,O
.,O
S,O
.,O
military,O
buildup,O
in,O
Saudi,O
Arabia,O
continued,O
at,O
fever,O
pace,O
",",O
with,O
Syrian,O
troops,O
now,B-DATE
part,O
of,O
a,O
multinational,O
force,O
camped,O
out,O
in,O
the,O
desert,O
to,O
guard,O
the,O
Saudi,O
kingdom,O
from,O
any,O
new,O
thrust,O
by,O
Iraq,O
.,O
In,O
a,O
letter,O
to,O
President,O
Hashemi,O
Rafsanjani,O
of,O
Iran,O
",",O
read,O
by,O
a,O
broadcaster,O
over,O
Baghdad,O
radio,O
",",O
Saddam,O
said,O
he,O
will,O
begin,O
withdrawing,O
troops,O
from,O
Iranian,O
territory,O
on,O
Friday,B-DATE
and,O
release,O
Iranian,O
prisoners,O
of,O
war,O
.,O
Iran,O
said,O
an,O
Iraqi,O
diplomatic,O
delegation,O
was,O
en,O
route,O
to,O
Tehran,O
to,O
deliver,O
Saddam,O
',O
s,O
message,O
",",O
which,O
it,O
said,O
it,O
would,O
review,O
``,O
with,O
optimism,O
.'',O
Saddam,O
appeared,O
to,O
accept,O
a,O
border,O
demarcation,O
treaty,O
he,O
had,O
rejected,O
in,O
peace,O
talks,O
following,O
the,O
August,B-DATE
1988,I-DATE
cease,O
-,O
fire,O
of,O
the,O
eight,B-DURATION
-,I-DURATION
year,I-DURATION
war,O
with,O
Iran,O
.,O
The,O
move,O
seemed,O
aimed,O
at,O
heading,O
off,O
more,O
trouble,O
with,O
Iran,O
",",O
which,O
had,O
condemned,O
Iraq,O
',O
s,O
invasion,O
of,O
Kuwait,O
on,O
Aug,B-DATE
.,I-DATE
2,I-DATE
but,O
also,O
criticized,O
the,O
multinational,O
force,O
dispatched,O
to,O
Saudi,O
Arabia,O
.,O
Saddam,O
said,O
he,O
sought,O
to,O
``,O
turn,O
the,O
gulf,O
into,O
a,O
lake,O
of,O
peace,O
free,O
of,O
foreign,O
fleets,O
and,O
forces,O
that,O
harbor,O
ill,O
intentions,O
against,O
us,O
.'',O
In,O
other,O
developments,O
:,O
The,O
Pentagon,O
said,O
that,O
Defense,O
Secretary,O
Dick,O
Cheney,O
is,O
considering,O
urging,O
Bush,O
to,O
order,O
a,O
national,O
callup,O
of,O
armed,O
forces,O
reserves,O
for,O
active,O
duty,O
because,O
of,O
the,O
drain,O
on,O
units,O
sending,O
soldiers,O
abroad,O
.,O
Bush,O
can,O
call,O
up,O
to,O
200,O
",",O
000,O
reservists,O
for,O
up,B-DURATION
to,I-DURATION
180,I-DURATION
days,I-DURATION
without,O
seeking,O
congressional,O
approval,O
.,O
Soviet,O
Foreign,O
Ministry,O
spokesman,O
Yuri,O
Gremitskikh,O
said,O
special,O
ambassador,O
Mikhail,O
Sytenko,O
left,O
Tuesday,B-DATE
for,O
consultations,O
with,O
the,O
governments,O
of,O
Syria,O
",",O
Jordan,O
",",O
Egypt,O
and,O
other,O
Arab,O
countries,O
.,O
Sytenko,O
",",O
a,O
former,O
deputy,O
secretary,O
-,O
general,O
of,O
the,O
United,O
Nations,O
",",O
is,O
also,O
expected,O
to,O
visit,O
Baghdad,O
",",O
Gremitskikh,O
said,O
at,O
a,O
regular,O
news,O
briefing,O
today,B-DATE
.,O
The,O
outlook,O
darkened,O
for,O
about,O
3,O
",",O
000,O
Americans,O
caught,O
in,O
Iraq,O
and,O
Kuwait,O
when,O
Saddam,O
sent,O
his,O
forces,O
into,O
the,O
small,O
",",O
oil,O
-,O
rich,O
sultanate,O
.,O
The,O
Iraqi,O
ambassador,O
to,O
Greece,O
said,O
in,O
Athens,O
the,O
Americans,O
and,O
other,O
stranded,O
foreigners,O
could,O
leave,O
``,O
as,O
soon,O
as,O
the,O
threats,O
from,O
the,O
United,O
States,O
and,O
its,O
allies,O
are,O
eliminated,O
.'',O
ABC,O
quoted,O
an,O
Iraqi,O
Foreign,O
Ministry,O
official,O
in,O
Baghdad,O
as,O
saying,O
Americans,O
in,O
Iraq,O
are,O
``,O
restrictees,O
'',O
who,O
will,O
stay,O
there,O
until,O
the,O
crisis,O
ends,O
.,O
The,O
Soviet,O
Foreign,O
Ministry,O
said,O
Soviet,O
women,O
",",O
children,O
and,O
invalids,O
would,O
be,O
permitted,O
to,O
leave,O
Iraq,O
.,O
Spokesman,O
Yuri,O
Gremitskikh,O
said,O
the,O
first,O
group,O
of,O
230,O
evacuees,O
was,O
assembling,O
in,O
Baghdad,O
today,B-DATE
",",O
but,O
evacuation,O
plans,O
were,O
hampered,O
by,O
desert,O
heat,O
and,O
lack,O
of,O
transportation,O
.,O
Nearly,O
9,O
",",O
000,O
Soviets,O
were,O
among,O
the,O
hundreds,O
of,O
thousands,O
of,O
foreigners,O
trapped,O
in,O
Iraq,O
and,O
Kuwait,O
.,O
Iraq,O
has,O
agreed,O
to,O
allow,O
all,O
880,O
Soviets,O
in,O
Kuwait,O
to,O
leave,O
",",O
but,O
only,O
by,O
a,O
1,O
",",O
200,O
-,O
mile,O
road,O
route,O
through,O
Iraq,O
and,O
to,O
the,O
Iraq,O
-,O
Jordan,O
border,O
.,O
The,O
British,O
Foreign,O
Office,O
said,O
today,B-DATE
conditions,O
in,O
Kuwait,O
appear,O
to,O
be,O
deteriorating,O
.,O
There,O
have,O
been,O
reports,O
of,O
wholesale,O
looting,O
but,O
food,O
and,O
gasoline,O
were,O
still,O
available,O
",",O
said,O
a,O
spokesman,O
",",O
who,O
by,O
custom,O
was,O
not,O
identified,O
.,O
Banks,O
remained,O
closed,O
.,O
The,O
Iraqi,O
ambassador,O
to,O
Venezuela,O
said,O
on,O
Tuesday,B-DATE
that,O
Iraq,O
would,O
retaliate,O
against,O
Venezuela,O
and,O
other,O
OPEC,O
oil,O
cartel,O
members,O
if,O
they,O
boost,O
oil,O
production,O
to,O
fill,O
the,O
gap,O
created,O
by,O
blocked,O
supplies,O
from,O
Iraq,O
and,O
Kuwait,O
.,O
With,O
Kuwait,O
now,B-DATE
``,O
annexed,O
",''",O
Iraq,O
has,O
control,O
of,O
20,O
percent,O
of,O
the,O
world,O
',O
s,O
oil,O
reserves,O
.,O
A,O
steep,O
rise,O
in,O
world,O
oil,O
prices,O
followed,O
the,O
Kuwait,O
invasion,O
.,O
The,O
U,O
.,O
N,O
.,O
Security,O
Council,O
on,O
Aug,B-DATE
.,I-DATE
6,I-DATE
ordered,O
a,O
global,O
embargo,O
on,O
trade,O
with,O
Iraq,O
as,O
punishment,O
for,O
seizing,O
Kuwait,O
.,O
Bush,O
then,O
