token,tag
With,O
the,O
finding,O
of,O
a,O
buried,O
rifle,O
11,B-DATE
days,I-DATE
ago,I-DATE
",",O
the,O
authorities,O
in,O
the,O
Buffalo,O
",",O
N,O
.,O
Y,O
".,",O
area,O
say,O
they,O
have,O
gathered,O
enough,O
evidence,O
in,O
the,O
October,B-DATE
slaying,O
of,O
Dr,O
.,O
Barnett,O
Slepian,O
to,O
begin,O
presenting,O
a,O
murder,O
case,O
to,O
a,O
state,O
grand,O
jury,O
as,O
early,O
as,O
next,B-DATE
week,I-DATE
.,I-DATE
A,O
federal,O
grand,O
jury,O
has,O
already,O
been,O
addressing,O
the,O
slaying,O
under,O
laws,O
that,O
prohibit,O
violence,O
against,O
providers,O
of,O
abortion,O
.,O
Slepian,O
was,O
the,O
mainstay,O
of,O
Buffalo,O
',O
s,O
only,O
abortion,O
clinic,O
before,O
he,O
was,O
shot,O
to,O
death,O
last,O
Oct,B-DATE
.,I-DATE
23,I-DATE
at,O
his,O
home,O
in,O
suburban,O
Amherst,O
.,O
But,O
the,O
decision,O
by,O
District,O
Attorney,O
Frank,O
C,O
.,O
Clark,O
to,O
begin,O
presenting,O
evidence,O
to,O
a,O
state,O
grand,O
jury,O
suggests,O
that,O
he,O
has,O
amassed,O
enough,O
material,O
to,O
support,O
a,O
criminal,O
indictment,O
for,O
homicide,O
.,O
``,O
We,O
',O
ve,O
gotten,O
to,O
the,O
point,O
where,O
we,O
know,O
what,O
we,O
want,O
to,O
introduce,O
before,O
a,O
grand,O
jury,O
",''",O
Clark,O
said,O
in,O
a,O
telephone,O
interview,O
Monday,B-DATE
.,O
Although,O
the,O
authorities,O
are,O
not,O
saying,O
who,O
the,O
suspect,O
is,O
",",O
all,O
of,O
the,O
attention,O
so,O
far,O
has,O
fallen,O
on,O
James,O
C,O
.,O
Kopp,O
",",O
a,O
44,O
-,O
year,O
-,O
old,O
anti,O
-,O
abortion,O
protester,O
who,O
had,O
been,O
traveling,O
around,O
the,O
country,O
from,O
demonstration,O
to,O
demonstration,O
for,O
years,B-DURATION
.,O
Officially,O
",",O
Kopp,O
is,O
being,O
sought,O
as,O
a,O
``,O
material,O
witness,O
'',O
in,O
the,O
case,O
.,O
Clark,O
said,O
it,O
was,O
easier,O
to,O
seek,O
extradition,O
of,O
an,O
indicted,O
suspect,O
from,O
another,O
state,O
or,O
a,O
foreign,O
country,O
than,O
of,O
someone,O
wanted,O
as,O
a,O
material,O
witness,O
.,O
For,O
now,O
",",O
though,O
",",O
that,O
would,O
be,O
a,O
theoretical,O
advantage,O
since,O
the,O
authorities,O
have,O
admitted,O
they,O
have,O
no,O
idea,O
where,O
Kopp,O
is,O
.,O
Clark,O
said,O
there,O
was,O
``,O
no,O
question,O
'',O
that,O
the,O
finding,O
of,O
the,O
rifle,O
was,O
important,O
in,O
his,O
decision,O
to,O
seek,O
an,O
indictment,O
.,O
The,O
rifle,O
was,O
discovered,O
April,B-DATE
8,I-DATE
buried,O
one,O
foot,O
below,O
the,O
ground,O
",",O
about,O
200,O
feet,O
behind,O
Slepian,O
',O
s,O
house,O
.,O
It,O
is,O
undergoing,O
testing,O
at,O
the,O
FBI,O
laboratory,O
in,O
Washington,O
",",O
but,O
the,O
authorities,O
have,O
said,O
it,O
resembles,O
the,O
kind,O
of,O
high,O
-,O
powered,O
