token,tag
Valley,O
Federal,O
Savings,O
amp,O
Loan,O
Association,O
took,O
an,O
$,O
89,O
.,O
9,O
million,O
charge,O
as,O
it,O
reported,O
a,O
third,B-DATE
-,I-DATE
quarter,I-DATE
loss,O
of,O
$,O
70,O
.,O
7,O
million,O
",",O
or,O
$,O
12,O
.,O
09,O
a,O
share,O
.,O
The,O
Van,O
Nuys,O
",",O
Calif,O
".,",O
thrift,O
had,O
net,O
income,O
of,O
$,O
132,O
",",O
000,O
",",O
or,O
three,O
cents,O
a,O
share,O
",",O
a,B-DATE
year,I-DATE
ago,I-DATE
.,O
The,O
bulk,O
of,O
the,O
pretax,O
charge,O
is,O
a,O
$,O
62,O
million,O
write,O
-,O
off,O
of,O
capitalized,O
servicing,O
at,O
the,O
mobile,O
home,O
financing,O
subsidiary,O
",",O
which,O
the,O
company,O
said,O
had,O
been,O
a,O
big,O
drain,O
on,O
earnings,O
.,O
The,O
company,O
said,O
the,O
one,O
-,O
time,O
provision,O
would,O
substantially,O
eliminate,O
all,O
future,B-DATE
losses,O
at,O
the,O
unit,O
.,O
Valley,O
Federal,O
also,O
added,O
$,O
18,O
million,O
to,O
realestate,O
loan,O
reserves,O
and,O
eliminated,O
$,O
9,O
.,O
9,O
million,O
of,O
good,O
will,O
.,O
The,O
thrift,O
said,O
that,O
"""",O
after,O
these,O
charges,O
and,O
assuming,O
no,O
dramatic,O
fluctuation,O
in,O
interest,O
rates,O
",",O
the,O
association,O
expects,O
to,O
achieve,O
near,O
record,O
earnings,O
in,O
1990,B-DATE
".""",O
Valley,O
Federal,O
is,O
currently,B-DATE
being,O
examined,O
by,O
regulators,O
.,O
New,O
loans,O
continue,O
to,O
slow,O
;,O
they,O
were,O
$,O
6,O
.,O
6,O
million,O
in,O
the,B-DATE
quarter,I-DATE
compared,O
with,O
$,O
361,O
.,O
8,O
million,O
a,B-DATE
year,I-DATE
ago,I-DATE
.,O
The,O
thrift,O
has,O
assets,O
of,O
$,O
3,O
.,O
2,O
billion,O
.,O
