token,tag
WASHINGTON,O
_,O
The,O
economy,O
created,O
jobs,O
at,O
a,O
surprisingly,O
robust,O
pace,O
in,O
January,B-DATE
",",O
the,O
government,O
reported,O
on,O
Friday,B-DATE
",",O
evidence,O
that,O
America,O
',O
s,O
economic,O
stamina,O
has,O
withstood,O
any,O
disruptions,O
caused,O
so,O
far,O
by,O
the,O
financial,O
tumult,O
in,O
Asia,O
.,O
The,O
Bureau,O
of,O
Labor,O
Statistics,O
said,O
the,O
economy,O
added,O
358,O
",",O
000,O
jobs,O
last,B-DATE
month,I-DATE
",",O
far,O
above,O
the,O
235,O
",",O
000,O
forecast,O
by,O
economists,O
.,O
It,O
was,O
the,O
third,O
consecutive,O
month,O
that,O
job,O
generation,O
has,O
been,O
exceptionally,O
strong,O
.,O
With,O
growing,O
opportunities,O
for,O
work,O
drawing,O
more,O
people,O
into,O
the,O
labor,O
force,O
",",O
the,O
unemployment,O
rate,O
remained,O
at,O
4,O
.,O
7,O
percent,O
last,B-DATE
month,I-DATE
",",O
just,O
a,O
notch,O
above,O
its,O
quarter,O
-,O
century,O
low,O
.,O
The,O
demand,O
for,O
workers,O
also,O
led,O
employers,O
to,O
raise,O
wages,O
again,O
last,B-DATE
month,I-DATE
.,O
Average,O
hourly,B-SET
earnings,O
of,O
production,O
and,O
nonsupervisory,O
employees,O
rose,O
4,O
cents,O
",",O
to,O
$,O
12,O
.,O
51,O
.,O
The,O
gain,O
left,O
wages,O
3,O
.,O
8,O
percent,O
higher,O
than,O
a,B-DATE
year,I-DATE
earlier,I-DATE
",",O
extending,O
a,O
trend,O
that,O
has,O
given,O
back,O
to,O
workers,O
some,O
of,O
the,O
earning,O
power,O
they,O
lost,O
to,O
inflation,O
in,O
the,B-DATE
last,I-DATE
decade,I-DATE
.,O
But,O
economists,O
said,O
the,O
wage,O
increase,O
was,O
not,O
enough,O
to,O
raise,O
any,O
concerns,O
about,O
higher,O
inflation,O
.,O
And,O
because,O
the,O
Federal,O
Reserve,O
has,O
made,O
clear,O
that,O
it,O
expects,O
the,O
economy,O
to,O
slow,O
in,O
coming,B-DATE
months,I-DATE
as,O
ripple,O
effects,O
from,O
Asia,O
reach,O
the,O
United,O
States,O
",",O
investors,O
disregarded,O
the,O
large,O
jobs,O
gains,O
",",O
betting,O
that,O
neither,O
a,O
rise,O
in,O
interest,O
rates,O
nor,O
resurgent,O
inflation,O
is,O
looming,O
.,O
Stocks,O
rose,O
",",O
pushing,O
the,O
Dow,O
Jones,O
industrial,O
average,O
up,O
72,O
.,O
24,O
points,O
",",O
to,O
8,O
",",O
189,O
.,O
49,O
",",O
leaving,O
the,O
index,O
within,O
70,O
points,O
of,O
its,O
record,O
high,O
set,O
on,O
Aug,B-DATE
.,I-DATE
6,I-DATE
.,O
In,O
the,O
bond,O
market,O
",",O
a,O
sensitive,O
barometer,O
of,O
inflation,O
anxiety,O
",",O
prices,O
edged,O
up,O
",",O
pushing,O
down,O
the,O
yield,O
on,O
the,O
benchmark,O
30,B-DURATION
-,I-DURATION
year,I-DURATION
Treasury,O
bond,O
to,O
5,O
.,O
92,O
percent,O
from,O
5,O
.,O
93,O
percent,O
.,O
``,O
Job,O
creation,O
is,O
sturdy,O
and,O
we,O
have,O
effective,O
price,O
stability,O
",''",O
said,O
Paul,O
McCulley,O
",",O
an,O
economist,O
at,O
UBS,O
Securities,O
.,O
``,O
The,O
bottom,O
line,O
is,O
that,O
we,O
',O
ve,O
got,O
a,O
lovely,O
economy,O
.'',O
With,O
potential,O
inflation,O
counterbalanced,O
by,O
worries,O
about,O
possible,O
price,O
declines,O
",",O
the,O
Fed,O
and,O
its,O
chairman,O
",",O
Alan,O
Greenspan,O
",",O
have,O
suggested,O
that,O
they,O
intend,O
to,O
keep,O
interest,O
rates,O
unchanged,O
until,O
the,O
economy,O
tilts,O
clearly,O
in,O
one,O
direction,O
or,O
another,O
.,O
The,O
job,O
figures,O
for,O
January,B-DATE
extended,O
a,O
surge,O
in,O
employment,O
gains,O
that,O
began,O
last,B-DATE
fall,I-DATE
",",O
just,O
when,O
the,O
labor,O
market,O
had,O
showed,O
signs,O
of,O
cooling,O
.,O
After,O
accounting,O
for,O
a,O
small,O
downward,O
revision,O
Friday,B-DATE
to,O
December,B-DATE
',O
s,O
figures,O
",",O
the,O
economy,O
has,O
been,O
creating,O
jobs,O
at,O
a,O
rate,O
of,O
358,O
",",O
000,O
a,O
month,O
for,O
the,B-DURATION
last,I-DURATION
four,I-DURATION
months,I-DURATION
_,O
and,O
381,O
",",O
000,O
over,O
the,B-DURATION
last,I-DURATION
three,I-DURATION
months,I-DURATION
_,O
after,O
averaging,O
242,O
",",O
000,O
for,O
the,B-DURATION
first,I-DURATION
nine,I-DURATION
months,I-DURATION
of,O
1997,B-DATE
.,O
The,O
surge,O
in,O
jobs,O
reflects,O
a,O
remarkable,O
confluence,O
of,O
positive,O
and,O
self,O
-,O
reinforcing,O
economic,O
forces,O
.,O
Inflation,O
has,O
been,O
almost,O
nonexistent,O
",",O
and,O
consumer,O
confidence,O
has,O
been,O
extremely,O
strong,O
.,O
After,O
a,O
short,O
",",O
sharp,O
drop,O
when,O
Asia,O
',O
s,O
financial,O
problems,O
first,O
became,O
clear,O
",",O
the,O
stock,O
market,O
has,O
rebounded,O
and,O
corporate,O
profits,O
have,O
remained,O
healthy,O
.,O
Long,O
-,O
term,O
interest,O
rates,O
",",O
an,O
important,O
indicator,O
of,O
economic,O
stability,O
",",O
have,O
fallen,O
in,O
the,B-DATE
last,I-DATE
few,I-DATE
months,I-DATE
.,O
Lower,O
rates,O
have,O
helped,O
invigorate,O
housing,O
and,O
other,O
interest,O
-,O
sensitive,O
sectors,O
