Two,O,
rival,O,
bidders,O,
for,O,
Connaught,O,
BioSciences,O,
extended,O,
their,O,
offers,O,
to,O,
acquire,O,
the,O,
Toronto,O,
-,O,
based,O,
vaccine,O,
manufacturer,O,
Friday,B-DATE,
.,O,
Institut,O,
Merieux,O,
S,O,
.,O,
A,O,
".,",O,
which,O,
offered,O,
942,O,
million,O,
Canadian,O,
dollars,O,
(,O,
US,O,
$,O,
801,O,
.,O,
2,O,
million,O,
"),",O,
or,O,
C,O,
$,O,
37,O,
a,O,
share,O,
for,O,
Connaught,O,
",",O,
said,O,
it,O,
would,O,
extend,O,
its,O,
bid,O,
",",O,
due,O,
to,O,
expire,O,
last,B-DATE,
Thursday,B-DATE,
",",O,
to,O,
Nov,B-DATE,
.,I-DATE,
6,I-DATE,
.,O,
A,O,
C,O,
$,O,
30,O,
-,O,
a,O,
-,O,
share,O,
bid,O,
by,O,
Ciba,O,
-,O,
Geigy,O,
Ltd,O,
".,",O,
a,O,
pharmaceutical,O,
company,O,
based,O,
in,O,
Basel,O,
",",O,
Switzerland,O,
",",O,
and,O,
California,O,
-,O,
based,O,
Chiron,O,
Corp,O,
".,",O,
a,O,
bioresearch,O,
concern,O,
",",O,
was,O,
extended,O,
to,O,
Nov,B-DATE,
.,I-DATE,
16,I-DATE,
.,O,
It,O,
had,O,
been,O,
due,O,
to,O,
expire,O,
Friday,B-DATE,
evening,I-TIME,
.,O,
Merieux,O,
previously,O,
said,O,
it,O,
would,O,
ensure,O,
its,O,
bid,O,
remained,O,
open,O,
pending,O,
a,O,
final,O,
decision,O,
by,O,
Canadian,O,
regulators,O,
on,O,
whether,O,
to,O,
approve,O,
the,O,
takeover,O,
.,O,
Merieux,O,
",",O,
a,O,
vaccine,O,
and,O,
bioresearch,O,
firm,O,
based,O,
in,O,
Lyon,O,
",",O,
France,O,
",",O,
is,O,
controlled,O,
50,O,
.,O,
1,O,
%,O,
by,O,
state,O,
-,O,
owned,O,
Rhone,O,
Poulenc,O,
S,O,
.,O,
A,O,
.,O,
The,O,
Canadian,O,
government,O,
previously,O,
said,O,
Merieux,O,
',O,
s,O,
bid,O,
didn,O,
',O,
t,O,
offer,O,
enough,O,
"""",O,
net,O,
benefit,O,
"""",O,
to,O,
Canada,O,
to,O,
be,O,
approved,O,
",",O,
and,O,
gave,O,
Merieux,O,
an,O,
until,O,
mid,B-DATE,
-,I-DATE,
November,I-DATE,
to,O,
submit,O,
additional,O,
information,O,
.,O,
Merieux,O,
officials,O,
said,O,
last,B-DATE,
week,I-DATE,
that,O,
they,O,
are,O,
"""",O,
highly,O,
confident,O,
"""",O,
the,O,
offer,O,
will,O,
be,O,
approved,O,
once,O,
it,O,
submits,O,
details,O,
of,O,
its,O,
proposed,O,
investments,O,
to,O,
federal,O,
regulators,O,
.,O,
Both,O,
offers,O,
are,O,
conditional,O,
on,O,
regulatory,O,
approvals,O,
and,O,
enough,O,
shares,O,
being,O,
tendered,O,
to,O,
give,O,
the,O,
bidders,O,
a,O,
majority,O,
of,O,
Connaught,O,
',O,
s,O,
shares,O,
outstanding,O,
.,O,
Institut,O,
Merieux,O,
",",O,
which,O,
already,O,
holds,O,
a,O,
12,O,
.,O,
5,O,
%,O,
stake,O,
in,O,
Connaught,O,
",",O,
said,O,
that,O,
at,O,
the,O,
close,O,
of,O,
business,O,
Thursday,B-DATE,
",",O,
5,O,
",",O,
745,O,
",",O,
188,O,
shares,O,
of,O,
Connaught,O,
and,O,
C,O,
$,O,
44,O,
.,O,
3,O,
million,O,
face,O,
amount,O,
of,O,
debentures,O,
",",O,
convertible,O,
into,O,
1,O,
",",O,
826,O,
",",O,
596,O,
common,O,
shares,O,
",",O,
had,O,
been,O,
tendered,O,
to,O,
its,O,
offer,O,
.,O,
At,O,
the,O,
close,O,
of,O,
business,O,
Thursday,B-DATE,
",",O,
Ciba,O,
-,O,
Geigy,O,
and,O,
Chiron,O,
said,O,
11,O,
",",O,
580,O,
common,O,
shares,O,
had,O,
been,O,
tendered,O,
to,O,
their,O,
offer,O,
.,O,
At,O,
last,O,
report,O,
",",O,
Connaught,O,
had,O,
21,O,
.,O,
8,O,
million,O,
shares,O,
outstanding,O,
.,O,
Separately,O,
",",O,
the,O,
Ontario,O,
Supreme,O,
Court,O,
said,O,
it,O,
will,O,
postpone,O,
indefinitely,O,
a,O,
ruling,O,
on,O,
the,O,
lawsuit,O,
launched,O,
by,O,
the,O,
University,O,
of,O,
Toronto,O,
against,O,
Connaught,O,
in,O,
connection,O,
with,O,
the,O,
Merieux,O,
bid,O,
.,O,
In,O,
a,O,
statement,O,
prepared,O,
by,O,
lawyers,O,
for,O,
the,O,
university,O,
and,O,
Connaught,O,
",",O,
the,O,
parties,O,
said,O,
they,O,
agreed,O,
that,O,
as,O,
a,O,
result,O,
of,O,
reaching,O,
a,O,
C415,O,
million,O,
research,O,
accord,O,
",",O,
"""",O,
It,O,
is,O,
unnecessary,O,
that,O,
there,O,
be,O,
a,O,
judgment,O,
on,O,
the,O,
merits,O,
{,O,
of,O,
the,O,
case,O,
},O,
at,O,
this,O,
time,O,
".""",O,
Lawyers,O,
for,O,
the,O,
two,O,
sides,O,
weren,O,
',O,
t,O,
immediately,O,
available,O,
for,O,
comment,O,
.,O,
The,O,
university,O,
had,O,
sought,O,
an,O,
injunction,O,
blocking,O,
Connaught,O,
',O,
s,O,
board,O,
from,O,
recommending,O,
or,O,
supporting,O,
an,O,
offer,O,
for,O,
the,O,
company,O,
by,O,
Merieux,O,
.,O,
