token,tag
Automatic,O
Data,O
Processing,O
Inc,O
.,O
plans,O
to,O
redeem,O
on,O
Nov,B-DATE
.,I-DATE
16,I-DATE
its,O
$,O
150,O
million,O
of,O
6,O
.,O
5,O
%,O
convertible,O
subordinated,O
debentures,O
due,O
March,B-DATE
1,I-DATE
",",I-DATE
2011,I-DATE
.,O
The,O
computing,O
-,O
services,O
concern,O
will,O
pay,O
$,O
1,O
",",O
059,O
.,O
04,O
for,O
each,O
$,O
1,O
",",O
000,O
face,O
amount,O
of,O
debt,O
.,O
The,O
conversion,O
price,O
for,O
the,O
debentures,O
is,O
$,O
41,O
.,O
725,O
a,O
share,O
.,O
In,O
New,O
York,O
Stock,O
Exchange,O
composite,O
trading,O
Friday,B-DATE
",",O
Automatic,O
Data,O
closed,O
at,O
$,O
46,O
.,O
50,O
a,O
share,O
",",O
down,O
$,O
2,O
.,O
25,O
.,O
If,O
all,O
the,O
debt,O
is,O
converted,O
to,O
common,O
",",O
Automatic,O
Data,O
will,O
issue,O
about,O
3,O
.,O
6,O
million,O
shares,O
;,O
last,B-DATE
Monday,I-DATE
",",O
the,O
company,O
had,O
nearly,O
73,O
million,O
shares,O
outstanding,O
.,O
Automatic,O
Data,O
is,O
redeeming,O
the,O
bonds,O
because,O
the,O
after,O
-,O
tax,O
cost,O
of,O
the,O
interest,O
on,O
the,O
bonds,O
is,O
higher,O
than,O
the,O
dividend,O
yield,O
on,O
the,O
common,O
",",O
a,O
spokesman,O
said,O
.,O
