token,tag
BUDAPEST,O
",",O
March,B-DATE
12,I-DATE
(,O
Xinhua,O
),O
--,O
Hungary,O
',O
s,O
accession,O
to,O
NATO,O
has,O
brought,O
about,O
new,O
changes,O
to,O
the,O
political,O
balance,O
in,O
central,O
and,O
eastern,O
Europe,O
",",O
shattering,O
the,O
world,O
configuration,O
under,O
the,O
Yalta,O
accord,O
since,O
World,O
War,O
II,O
",",O
Hungarian,O
Prime,O
Minister,O
Viktor,O
Orban,O
said,O
here,O
Friday,B-DATE
.,O
Addressing,O
a,O
NATO,O
flag,O
-,O
lowering,O
ceremony,O
at,O
the,O
Dutch,O
embassy,O
",",O
Orban,O
said,O
the,O
occasion,O
indicated,O
the,O
end,O
of,O
the,O
embassy,O
',O
s,O
mission,O
of,O
liaison,O
between,O
Hungary,O
and,O
NATO,O
(,O
North,O
Atlantic,O
Treaty,O
Organization,O
).,O
The,O
Hungarian,O
government,O
staged,O
a,O
number,O
of,O
celebrations,O
to,O
mark,O
the,O
country,O
',O
s,O
entry,O
into,O
NATO,O
on,O
Friday,B-DATE
.,O
In,O
a,O
televised,O
address,O
Friday,B-DATE
",",O
President,O
Arpad,O
Gencz,O
described,O
the,O
entry,O
as,O
"""",O
a,O
historic,O
event,O
"""",O
which,O
proves,O
the,O
credibility,O
and,O
the,O
realistic,O
approaches,O
of,O
the,O
country,O
',O
s,O
foreign,O
policy,O
.,O
Among,O
the,O
first,O
three,O
former,O
Warsaw,O
Pact,O
countries,O
to,O
accede,O
to,O
NATO,O
on,O
Friday,B-DATE
were,O
also,O
Poland,O
and,O
the,O
Czech,O
Republic,O
.,O
The,O
ambassadors,O
of,O
Hungary,O
",",O
Poland,O
and,O
the,O
Czech,O
Republic,O
issued,O
a,O
joint,O
statement,O
Friday,B-DATE
saying,O
the,O
three,O
countries,O
',O
entry,O
into,O
NATO,O
will,O
consolidate,O
Europe,O
',O
s,O
security,O
and,O
help,O
eliminate,O
threats,O
to,O
it,O
.,O
Five,O
major,O
political,O
parties,O
in,O
the,O
country,O
issued,O
statements,O
supporting,O
the,O
country,O
',O
s,O
NATO,O
membership,O
.,O
But,O
some,O
other,O
parties,O
and,O
social,O
organizations,O
are,O
against,O
NATO,O
',O
s,O
expansion,O
",",O
claiming,O
Hungary,O
',O
s,O
accession,O
to,O
NATO,O
would,O
be,O
detrimental,O
to,O
the,O
country,O
',O
s,O
independence,O
and,O
bring,O
about,O
new,O
problems,O
and,O
economic,O
burdens,O
to,O
the,O
country,O
.,O
