token,tag
QVC,O
Network,O
Inc,O
.,O
said,O
it,O
completed,O
its,O
acquisition,O
of,O
CVN,O
Cos,O
.,O
for,O
about,O
$,O
423,O
million,O
.,O
QVC,O
agreed,O
to,O
pay,O
$,O
19,O
and,O
one,O
-,O
eighth,O
QVC,O
share,O
for,O
each,O
of,O
CVN,O
',O
s,O
20,O
million,O
fully,O
diluted,O
shares,O
.,O
The,O
acquisition,O
brings,O
together,O
the,O
two,O
largest,O
competitors,O
to,O
Home,O
Shopping,O
Network,O
Inc,O
".,",O
which,O
now,B-DATE
reaches,O
more,O
viewers,O
than,O
any,O
other,O
company,O
in,O
the,O
video,O
shopping,O
industry,O
.,O
Among,O
them,O
",",O
Home,O
Shopping,O
",",O
QVC,O
and,O
CVN,O
already,O
control,O
most,O
of,O
that,O
young,O
and,O
fast,O
-,O
growing,O
market,O
",",O
which,O
last,B-DATE
year,I-DATE
had,O
sales,O
of,O
about,O
$,O
1,O
.,O
4,O
billion,O
.,O
