token,tag
Lawrence,O
Insurance,O
Group,O
Inc,O
.,O
said,O
it,O
acquired,O
United,O
Republic,O
Reinsurance,O
Co,O
".,",O
a,O
Houston,O
property,O
and,O
casualty,O
reinsurance,O
company,O
",",O
from,O
United,O
Savings,O
Association,O
of,O
Texas,O
for,O
$,O
28,O
million,O
.,O
Lawrence,O
Insurance,O
also,O
sold,O
3,O
.,O
2,O
million,O
of,O
its,O
shares,O
for,O
$,O
7,O
.,O
125,O
each,O
to,O
its,O
parent,O
",",O
Lawrence,O
Group,O
Inc,O
.,O
Lawrence,O
Insurance,O
",",O
based,O
in,O
Albany,O
",",O
N,O
.,O
Y,O
".,",O
plans,O
to,O
use,O
the,O
$,O
22,O
.,O
5,O
million,O
in,O
proceeds,O
to,O
help,O
finance,O
the,O
acquisition,O
of,O
United,O
Republic,O
.,O
By,O
acquiring,O
the,O
shares,O
",",O
Lawrence,O
Group,O
increased,O
its,O
stake,O
in,O
Lawrence,O
Insurance,O
to,O
93,O
.,O
2,O
%,O
from,O
91,O
.,O
2,O
%.,O
Lawrence,O
Insurance,O
underwrites,O
mostly,O
primary,O
insurance,O
",",O
a,O
company,O
spokesman,O
said,O
.,O
A,O
reinsurance,O
company,O
effectively,O
insures,O
insurance,O
companies,O
that,O
wish,O
to,O
spread,O
the,O
risk,O
of,O
a,O
particular,O
policy,O
.,O
Lawrence,O
Group,O
also,O
owns,O
Lawrence,O
Agency,O
Corp,O
".,",O
Schenectady,O
",",O
N,O
.,O
Y,O
".,",O
an,O
insurance,O
agency,O
and,O
brokerage,O
.,O
