token,tag
WASHINGTON,O
",",O
August,O
11,O
(,O
Xinhua,O
),O
--,O
U,O
.,O
S,O
.,O
Secretary,O
of,O
State,O
Madeleine,O
Albright,O
said,O
on,O
Tuesday,B-DATE
that,O
she,O
was,O
heartened,O
by,O
cooperation,O
from,O
Kenya,O
and,O
Tanzania,O
in,O
probing,O
into,O
last,B-DATE
Friday,I-DATE
',O
s,O
bombings,O
of,O
U,O
.,O
S,O
.,O
embassies,O
.,O
"""",O
I,O
have,O
been,O
heartened,O
by,O
the,O
close,O
cooperation,O
we,O
have,O
had,O
with,O
authorities,O
in,O
Kenya,O
and,O
Tanzania,O
from,O
the,O
moment,O
the,O
tragedies,O
occurred,O
",""",O
Albright,O
told,O
ambassadors,O
and,O
charges,O
d,O
',O
affaires,O
of,O
30,O
African,O
countries,O
in,O
Washington,O
",",O
who,O
came,O
to,O
the,O
State,O
Department,O
to,O
offer,O
condolences,O
.,O
"""",O
I,O
want,O
to,O
thank,O
you,O
for,O
the,O
help,O
that,O
your,O
governments,O
have,O
provided,O
by,O
sharing,O
information,O
and,O
tightening,O
security,O
at,O
our,O
embassies,O
in,O
recent,B-DURATION
days,I-DURATION
",""",O
she,O
said,O
.,O
The,O
bombings,O
at,O
U,O
.,O
S,O
embassies,O
in,O
Kenya,O
and,O
Tanzania,O
have,O
killed,O
more,O
than,O
200,O
people,O
",",O
including,O
12,O
Americans,O
",",O
and,O
wounded,O
over,O
5,O
",",O
000,O
.,O
The,O
United,O
States,O
has,O
dispatched,O
FBI,O
agents,O
to,O
Africa,O
to,O
investigate,O
the,O
bombings,O
but,O
there,O
was,O
no,O
word,O
in,O
Washington,O
on,O
Tuesday,B-DATE
of,O
any,O
significant,O
leads,O
so,O
far,O
.,O
Tanzanian,O
police,O
said,O
on,O
Tuesday,B-DATE
they,O
had,O
arrested,O
14,O
foreigners,O
in,O
their,O
search,O
for,O
bombers,O
.,O
The,O
14,O
foreigners,O
",",O
six,O
Iraqis,O
",",O
six,O
Sudanese,O
",",O
a,O
Somali,O
national,O
and,O
a,O
Turk,O
",",O
were,O
rounded,O
up,O
because,O
they,O
failed,O
to,O
explain,O
their,O
presence,O
in,O
the,O
country,O
satisfactorily,O
.,O
Albright,O
announced,O
on,O
Monday,B-DATE
to,O
offer,O
a,O
reward,O
of,O
up,O
to,O
2,O
million,O
U,O
.,O
S,O
.,O
dollars,O
for,O
information,O
leading,O
to,O
the,O
arrest,O
and,O
conviction,O
of,O
the,O
bombers,O
.,O
She,O
told,O
African,O
envoys,O
that,O
she,O
looked,O
forward,O
to,O
visiting,O
Kenya,O
and,O
Tanzania,O
but,O
would,O
wait,O
until,O
she,O
could,O
do,O
so,O
without,O
placing,O
undue,O
burdens,O
on,O
the,O
heavily,O
stretched,O
U,O
.,O
S,O
.,O
embassies,O
there,O
.,O
She,O
also,O
said,O
the,O
bombings,O
would,O
not,O
prevent,O
the,O
United,O
States,O
from,O
building,O
"""",O
a,O
strong,O
new,O
relationship,O
with,O
a,O
new,O
Africa,O
".""",O
Egyptian,O
Ambassador,O
Ahmed,O
Maher,O
el,O
-,O
Sayed,O
",",O
on,O
behalf,O
of,O
the,O
African,O
envoys,O
",",O
condemned,O
the,O
"""",O
cowardly,O
",",O
criminal,O
and,O
tragic,O
"""",O
bombings,O
.,O
"""",O
Terrorism,O
is,O
inconsistent,O
with,O
our,O
African,O
history,O
",",O
our,O
tradition,O
",",O
our,O
culture,O
and,O
our,O
beliefs,O
",""",O
he,O
said,O
.,O
"""",O
Americans,O
and,O
Africans,O
need,O
to,O
strengthen,O
their,O
cooperation,O
in,O
this,O
universal,O
battle,O
"""",O
against,O
terrorism,O
.,O
