Former,O,
savings,O,
and,O,
loan,O,
chief,O,
",",O,
Charles,O,
Keating,O,
",",O,
is,O,
facing,O,
more,O,
legal,O,
troubles,O,
in,O,
California,O,
.,O,
A,O,
federal,O,
appeals,O,
court,O,
has,O,
reinstated,O,
his,O,
state,O,
convictions,O,
for,O,
securities,O,
fraud,O,
.,O,
NPR,O,
',O,
s,O,
Elaine,O,
Corey,O,
has,O,
more,O,
from,O,
San,O,
Francisco,O,
.,O,
In,O,
nineteen,B-DATE,
ninety,I-DATE,
-,I-DATE,
one,I-DATE,
Charles,O,
Keating,O,
was,O,
convicted,O,
in,O,
state,O,
court,O,
of,O,
helping,O,
to,O,
defraud,O,
thousands,O,
of,O,
investors,O,
who,O,
bought,O,
high,O,
risk,O,
junk,O,
bonds,O,
sold,O,
by,O,
Keating,O,
',O,
s,O,
employees,O,
at,O,
Lincoln,O,
savings,O,
and,O,
loan,O,
.,O,
The,O,
bonds,O,
became,O,
worthless,O,
when,O,
the,O,
bankrupt,O,
thrift,O,
was,O,
seized,O,
by,O,
government,O,
regulators,O,
.,O,
Keating,O,
',O,
s,O,
convictions,O,
were,O,
thrown,O,
out,O,
in,O,
nineteen,B-DATE,
ninety,I-DATE,
-,I-DATE,
six,I-DATE,
on,O,
a,O,
technicality,O,
.,O,
And,O,
on,O,
that,O,
basis,O,
Keating,O,
was,O,
released,O,
from,O,
prison,O,
before,O,
he,O,
was,O,
eligible,O,
for,O,
parole,O,
.,O,
Now,B-DATE,
the,O,
ninth,O,
US,O,
circuit,O,
court,O,
of,O,
appeals,O,
has,O,
ruled,O,
that,O,
the,O,
original,O,
appeal,O,
was,O,
flawed,O,
since,O,
it,O,
brought,O,
up,O,
issues,O,
that,O,
had,O,
not,O,
been,O,
raised,O,
before,O,
.,O,
That,O,
means,O,
the,O,
convictions,O,
stand,O,
",",O,
a,O,
ruling,O,
likely,O,
to,O,
send,O,
Keating,O,
',O,
s,O,
lawyers,O,
back,O,
to,O,
state,O,
court,O,
where,O,
they,O,
must,O,
start,O,
over,O,
with,O,
a,O,
new,O,
appeal,O,
.,O,
Elaine,O,
Corey,O,
",",O,
NPR,O,
news,O,
",",O,
San,O,
Francisco,O,
.,O,
