token,tag
For,O
The,O
World,O
",",O
this,O
is,O
Pamela,O
McCall,O
in,O
the,O
BBC,O
news,O
room,O
in,O
London,O
.,O
More,O
heavy,O
gunfire,O
in,O
the,O
Serbian,O
province,O
of,O
Kosovo,O
.,O
It,O
',O
s,O
the,B-DATE
second,I-DATE
day,I-DATE
of,O
an,O
offensive,O
by,O
the,O
security,O
forces,O
against,O
villages,O
populated,O
by,O
ethnic,O
Albanians,O
.,O
BBC,O
correspondent,O
Karyn,O
Coleman,O
reports,O
from,O
Kosovo,O
.,O
There,O
were,O
more,O
accounts,O
of,O
people,O
fleeing,O
from,O
the,O
villages,O
near,O
where,O
the,O
offensive,O
was,O
taking,O
place,O
.,O
They,O
were,O
too,O
afraid,O
to,O
stay,O
",",O
fearing,O
the,O
forces,O
may,O
also,O
move,O
their,O
operations,O
further,O
afield,O
.,O
By,O
mid,B-TIME
afternoon,I-TIME
",",O
official,O
Serb,O
sources,O
were,O
saying,O
the,O
operation,O
was,O
over,O
",",O
but,O
that,O
has,O
not,O
yet,O
been,O
confirmed,O
from,O
Belgrade,O
",",O
the,O
capital,O
of,O
Serbia,O
",",O
which,O
is,O
where,O
the,O
whole,O
attack,O
is,O
thought,O
to,O
have,O
been,O
planned,O
.,O
The,O
ethnic,O
Albanians,O
here,O
in,O
Kosovo,O
are,O
considerably,O
worried,O
about,O
the,B-DATE
future,I-DATE
and,O
fear,O
they,O
are,O
witnessing,O
the,O
beginnings,O
of,O
a,O
much,O
wider,O
conflict,O
.,O
Karyn,O
Coleman,O
",",O
BBC,O
news,O
",",O
Pristina,O
.,O
