token,tag
Nigerian,O
security,O
forces,O
clashed,O
in,O
Lagos,O
with,O
anti,O
-,O
government,O
demonstrators,O
who,O
were,O
protesting,O
calls,O
for,O
military,O
leader,O
Sani,O
Abacha,O
to,O
run,O
for,O
president,O
.,O
Meanwhile,O
",",O
as,O
VOA,O
West,O
Africa,O
Correspondent,O
Purnell,O
Murdock,O
reports,O
",",O
General,O
Abacha,O
',O
s,O
supporters,O
began,O
a,O
two,B-DURATION
day,I-DURATION
rally,O
in,O
the,O
capital,O
",",O
Abuja,O
",",O
to,O
urge,O
him,O
to,O
compete,O
in,O
this,B-DATE
year,I-DATE
',O
s,O
election,O
.,O
Nigeria,O
state,O
radio,O
says,O
thousands,O
of,O
people,O
began,O
gathering,O
in,O
the,O
capital,O
Abuja,O
early,B-DATE
Tuesday,I-DATE
for,O
the,O
two,B-DURATION
day,I-DURATION
rally,O
supporting,O
General,O
Sani,O
Abacha,O
',O
s,O
candidacy,O
.,O
Organizers,O
state,O
the,O
two,B-DURATION
days,I-DURATION
of,O
music,O
",",O
dancing,O
",",O
and,O
speeches,O
is,O
expected,O
to,O
draw,O
some,O
two,O
million,O
people,O
.,O
But,O
as,O
supporters,O
of,O
the,O
military,O
leader,O
gathered,O
in,O
the,O
north,O
",",O
riot,O
police,O
deployed,O
in,O
Nigeria,O
',O
s,O
southern,O
commercial,O
capital,O
Lagos,O
",",O
to,O
break,O
up,O
a,O
protest,O
rally,O
called,O
by,O
the,O
political,O
opposition,O
.,O
Although,O
General,O
Abacha,O
had,O
not,O
publicly,O
announced,O
his,O
candidacy,O
",",O
many,O
people,O
believe,O
an,O
Abacha,O
presidency,O
is,O
a,O
foregone,O
conclusion,O
.,O
Some,O
analysts,O
say,O
the,O
outcome,O
of,O
a,O
face,O
off,O
between,O
the,O
police,O
and,O
anti,O
Abacha,O
political,O
groups,O
will,O
be,O
a,O
test,O
of,O
the,O
opposition,O
',O
s,O
resolve,O
.,O
Purnell,O
Murdock,O
",",O
VOA,O
News,O
.,O
